"","X","Nest","maxclutch","year","site","win_hi","spr_hi","wxt","sxt","wxw","sxw"
"2421",2421,"LB039",4,2014,"kig",38,7,5,0,9,1
"2422",2422,"LB040",3,2014,"kig",38,7,5,0,9,1
"2423",2423,"NG001",3,2014,"kig",38,7,5,0,9,1
"2424",2424,"NG003",5,2014,"kig",38,7,5,0,9,1
"2425",2425,"NG004",5,2014,"kig",38,7,5,0,9,1
"2426",2426,"NG006",4,2014,"kig",38,7,5,0,9,1
"2427",2427,"NG009",3,2014,"kig",38,7,5,0,9,1
"2428",2428,"NG011",6,2014,"kig",38,7,5,0,9,1
"2429",2429,"NG018",5,2014,"kig",38,7,5,0,9,1
"2430",2430,"NG019",5,2014,"kig",38,7,5,0,9,1
"2431",2431,"NG020",6,2014,"kig",38,7,5,0,9,1
"2432",2432,"NG021",5,2014,"kig",38,7,5,0,9,1
"2433",2433,"NG022",5,2014,"kig",38,7,5,0,9,1
"2434",2434,"NG023",4,2014,"kig",38,7,5,0,9,1
"2435",2435,"NG024",6,2014,"kig",38,7,5,0,9,1
"2436",2436,"NG027",4,2014,"kig",38,7,5,0,9,1
"2437",2437,"NG028",3,2014,"kig",38,7,5,0,9,1
"2438",2438,"NG029",5,2014,"kig",38,7,5,0,9,1
"2439",2439,"NG030",6,2014,"kig",38,7,5,0,9,1
"2440",2440,"NG031",4,2014,"kig",38,7,5,0,9,1
"2441",2441,"NG032",6,2014,"kig",38,7,5,0,9,1
"2442",2442,"NG033",5,2014,"kig",38,7,5,0,9,1
"2443",2443,"NG034",3,2014,"kig",38,7,5,0,9,1
"2444",2444,"NG036",6,2014,"kig",38,7,5,0,9,1
"2445",2445,"NG037",6,2014,"kig",38,7,5,0,9,1
"2446",2446,"NG038",6,2014,"kig",38,7,5,0,9,1
"2447",2447,"NG039",3,2014,"kig",38,7,5,0,9,1
"2448",2448,"NG040",3,2014,"kig",38,7,5,0,9,1
"2449",2449,"NG042",5,2014,"kig",38,7,5,0,9,1
"2450",2450,"NG043",5,2014,"kig",38,7,5,0,9,1
"2451",2451,"NG044",5,2014,"kig",38,7,5,0,9,1
"2452",2452,"C08",6,2015,"kig",14,7,0,0,11,2
"2453",2453,"C09",3,2015,"kig",14,7,0,0,11,2
"2454",2454,"C10",6,2015,"kig",14,7,0,0,11,2
"2455",2455,"C11",4,2015,"kig",14,7,0,0,11,2
"2456",2456,"C12",6,2015,"kig",14,7,0,0,11,2
"2457",2457,"C14",5,2015,"kig",14,7,0,0,11,2
"2458",2458,"C16",4,2015,"kig",14,7,0,0,11,2
"2459",2459,"C18",5,2015,"kig",14,7,0,0,11,2
"2460",2460,"C20",3,2015,"kig",14,7,0,0,11,2
"2461",2461,"C22",4,2015,"kig",14,7,0,0,11,2
"2462",2462,"C23",2,2015,"kig",14,7,0,0,11,2
"2463",2463,"C24",3,2015,"kig",14,7,0,0,11,2
"2464",2464,"C25",5,2015,"kig",14,7,0,0,11,2
"2465",2465,"C27",3,2015,"kig",14,7,0,0,11,2
"2466",2466,"C28",6,2015,"kig",14,7,0,0,11,2
"2467",2467,"C29",3,2015,"kig",14,7,0,0,11,2
"2468",2468,"C30",4,2015,"kig",14,7,0,0,11,2
"2469",2469,"C32",5,2015,"kig",14,7,0,0,11,2
"2470",2470,"C33",3,2015,"kig",14,7,0,0,11,2
"2471",2471,"C35",3,2015,"kig",14,7,0,0,11,2
"2472",2472,"C38",2,2015,"kig",14,7,0,0,11,2
"2473",2473,"I01",5,2015,"kig",14,7,0,0,11,2
"2474",2474,"I02",5,2015,"kig",14,7,0,0,11,2
"2475",2475,"I03",5,2015,"kig",14,7,0,0,11,2
"2476",2476,"I04",5,2015,"kig",14,7,0,0,11,2
"2477",2477,"I09",5,2015,"kig",14,7,0,0,11,2
"2478",2478,"I10",6,2015,"kig",14,7,0,0,11,2
"2479",2479,"I11",5,2015,"kig",14,7,0,0,11,2
"2480",2480,"I12",5,2015,"kig",14,7,0,0,11,2
"2481",2481,"I13",6,2015,"kig",14,7,0,0,11,2
"2482",2482,"I19",4,2015,"kig",14,7,0,0,11,2
"2483",2483,"I21",4,2015,"kig",14,7,0,0,11,2
"2484",2484,"I26",4,2015,"kig",14,7,0,0,11,2
"2485",2485,"I27",4,2015,"kig",14,7,0,0,11,2
"2486",2486,"I28",1,2015,"kig",14,7,0,0,11,2
"2487",2487,"I29",6,2015,"kig",14,7,0,0,11,2
"2488",2488,"I33",4,2015,"kig",14,7,0,0,11,2
"2489",2489,"I34",4,2015,"kig",14,7,0,0,11,2
"2490",2490,"I35",2,2015,"kig",14,7,0,0,11,2
"2491",2491,"I36",6,2015,"kig",14,7,0,0,11,2
"2492",2492,"I37",5,2015,"kig",14,7,0,0,11,2
"2493",2493,"K01",2,2015,"kig",14,7,0,0,11,2
"2494",2494,"M02",6,2015,"kig",14,7,0,0,11,2
"2495",2495,"M05",3,2015,"kig",14,7,0,0,11,2
"2496",2496,"M08",5,2015,"kig",14,7,0,0,11,2
"2497",2497,"M12",3,2015,"kig",14,7,0,0,11,2
"2498",2498,"M13",5,2015,"kig",14,7,0,0,11,2
"2499",2499,"M14",4,2015,"kig",14,7,0,0,11,2
"2500",2500,"M15",5,2015,"kig",14,7,0,0,11,2
"2501",2501,"M16",4,2015,"kig",14,7,0,0,11,2
"2502",2502,"M18",4,2015,"kig",14,7,0,0,11,2
"2503",2503,"M20",6,2015,"kig",14,7,0,0,11,2
"2504",2504,"M21",5,2015,"kig",14,7,0,0,11,2
"2505",2505,"M23",5,2015,"kig",14,7,0,0,11,2
"2506",2506,"M27",5,2015,"kig",14,7,0,0,11,2
"2507",2507,"M29",3,2015,"kig",14,7,0,0,11,2
"2508",2508,"M31",1,2015,"kig",14,7,0,0,11,2
"2509",2509,"M32",1,2015,"kig",14,7,0,0,11,2
"2510",2510,"M36",4,2015,"kig",14,7,0,0,11,2
"2511",2511,"M38",5,2015,"kig",14,7,0,0,11,2
"2512",2512,"M39",3,2015,"kig",14,7,0,0,11,2
"2513",2513,"M40",2,2015,"kig",14,7,0,0,11,2
"2514",2514,"AGB017",5,2019,"kig",2,0,0,0,11,2
"2515",2515,"AGB019",6,2019,"kig",2,0,0,0,11,2
"2516",2516,"AGB041",5,2019,"kig",2,0,0,0,11,2
"2517",2517,"AGB047",5,2019,"kig",2,0,0,0,11,2
"2518",2518,"AGB049",6,2019,"kig",2,0,0,0,11,2
"2519",2519,"AGB050",5,2019,"kig",2,0,0,0,11,2
"2520",2520,"AGB051",4,2019,"kig",2,0,0,0,11,2
"2521",2521,"AGB054",3,2019,"kig",2,0,0,0,11,2
"2522",2522,"AGB055",3,2019,"kig",2,0,0,0,11,2
"2523",2523,"AGB056",5,2019,"kig",2,0,0,0,11,2
"2524",2524,"AGB057",4,2019,"kig",2,0,0,0,11,2
"2525",2525,"AGB058",4,2019,"kig",2,0,0,0,11,2
"2526",2526,"AGB066",5,2019,"kig",2,0,0,0,11,2
"2527",2527,"AGB069",4,2019,"kig",2,0,0,0,11,2
"2528",2528,"AGB072",5,2019,"kig",2,0,0,0,11,2
"2529",2529,"AGB074",4,2019,"kig",2,0,0,0,11,2
"2530",2530,"AGB075",5,2019,"kig",2,0,0,0,11,2
"2531",2531,"AGB076",6,2019,"kig",2,0,0,0,11,2
"2532",2532,"AGB078",5,2019,"kig",2,0,0,0,11,2
"2533",2533,"AGB079",3,2019,"kig",2,0,0,0,11,2
"2534",2534,"AGB080",5,2019,"kig",2,0,0,0,11,2
"2535",2535,"AGB087",3,2019,"kig",2,0,0,0,11,2
"2536",2536,"AGB088",4,2019,"kig",2,0,0,0,11,2
"2537",2537,"AGB092",3,2019,"kig",2,0,0,0,11,2
"2538",2538,"AGB093",3,2019,"kig",2,0,0,0,11,2
"2539",2539,"AGB095",5,2019,"kig",2,0,0,0,11,2
"2540",2540,"BLD202",6,2019,"kig",2,0,0,0,11,2
"2541",2541,"BLD215",5,2019,"kig",2,0,0,0,11,2
"2542",2542,"BLD216",5,2019,"kig",2,0,0,0,11,2
"2543",2543,"BLD218",6,2019,"kig",2,0,0,0,11,2
"2544",2544,"BLD226",5,2019,"kig",2,0,0,0,11,2
"2545",2545,"BLD228",6,2019,"kig",2,0,0,0,11,2
"2546",2546,"BLD235",6,2019,"kig",2,0,0,0,11,2
"2547",2547,"BLD254",4,2019,"kig",2,0,0,0,11,2
"2548",2548,"BLD255",5,2019,"kig",2,0,0,0,11,2
"2549",2549,"DJR001",4,2019,"kig",2,0,0,0,11,2
"2550",2550,"DJR002",3,2019,"kig",2,0,0,0,11,2
"2551",2551,"DJR003",4,2019,"kig",2,0,0,0,11,2
"2552",2552,"DJR004",6,2019,"kig",2,0,0,0,11,2
"2553",2553,"DJR005",5,2019,"kig",2,0,0,0,11,2
"2554",2554,"DJR006",5,2019,"kig",2,0,0,0,11,2
"2555",2555,"DJR007",4,2019,"kig",2,0,0,0,11,2
"2556",2556,"DJR008",5,2019,"kig",2,0,0,0,11,2
"2557",2557,"DJR009",5,2019,"kig",2,0,0,0,11,2
"2558",2558,"DJR010",6,2019,"kig",2,0,0,0,11,2
"2559",2559,"DJR011",4,2019,"kig",2,0,0,0,11,2
"2560",2560,"DJR012",5,2019,"kig",2,0,0,0,11,2
"2561",2561,"DJR013",5,2019,"kig",2,0,0,0,11,2
"2562",2562,"DJR014",5,2019,"kig",2,0,0,0,11,2
"2563",2563,"DJR016",5,2019,"kig",2,0,0,0,11,2
"2564",2564,"DJR017",6,2019,"kig",2,0,0,0,11,2
"2565",2565,"DJR018",6,2019,"kig",2,0,0,0,11,2
"2566",2566,"DJR019",3,2019,"kig",2,0,0,0,11,2
"2567",2567,"DJR020",5,2019,"kig",2,0,0,0,11,2
"2568",2568,"DJR021",5,2019,"kig",2,0,0,0,11,2
"2569",2569,"DJR022",6,2019,"kig",2,0,0,0,11,2
"2570",2570,"DJR023",6,2019,"kig",2,0,0,0,11,2
"2571",2571,"DJR024",4,2019,"kig",2,0,0,0,11,2
"2572",2572,"DJR025",4,2019,"kig",2,0,0,0,11,2
"2573",2573,"DJR026",5,2019,"kig",2,0,0,0,11,2
"2574",2574,"DJR029",3,2019,"kig",2,0,0,0,11,2
"2575",2575,"DJR030",5,2019,"kig",2,0,0,0,11,2
"2576",2576,"JAM001",6,2019,"kig",2,0,0,0,11,2
"2577",2577,"JAM002",4,2019,"kig",2,0,0,0,11,2
"2578",2578,"JAM003",4,2019,"kig",2,0,0,0,11,2
"2579",2579,"JAM006",5,2019,"kig",2,0,0,0,11,2
"2580",2580,"JAM007",6,2019,"kig",2,0,0,0,11,2
"2581",2581,"JAM008",4,2019,"kig",2,0,0,0,11,2
"2582",2582,"JAM009",4,2019,"kig",2,0,0,0,11,2
"2583",2583,"JAM010",5,2019,"kig",2,0,0,0,11,2
"2584",2584,"JAM011",4,2019,"kig",2,0,0,0,11,2
"2585",2585,"JAM012",4,2019,"kig",2,0,0,0,11,2
"2586",2586,"JCA041",3,2019,"kig",2,0,0,0,11,2
"2587",2587,"JCA044",6,2019,"kig",2,0,0,0,11,2
"2588",2588,"JCA047",5,2019,"kig",2,0,0,0,11,2
"2589",2589,"JCA053",5,2019,"kig",2,0,0,0,11,2
"2590",2590,"JCA059",5,2019,"kig",2,0,0,0,11,2
"2591",2591,"JCA061",5,2019,"kig",2,0,0,0,11,2
"2592",2592,"JCA066",4,2019,"kig",2,0,0,0,11,2
"2593",2593,"JMT219",6,2019,"kig",2,0,0,0,11,2
"2594",2594,"JMT235",6,2019,"kig",2,0,0,0,11,2
"2595",2595,"JMT236",6,2019,"kig",2,0,0,0,11,2
"2596",2596,"JMT241",2,2019,"kig",2,0,0,0,11,2
"2597",2597,"JMT242",5,2019,"kig",2,0,0,0,11,2
"2598",2598,"JMT243",5,2019,"kig",2,0,0,0,11,2
"2599",2599,"JMT244",5,2019,"kig",2,0,0,0,11,2
"2600",2600,"JMT245",3,2019,"kig",2,0,0,0,11,2
"2601",2601,"JMT246",4,2019,"kig",2,0,0,0,11,2
"2602",2602,"JMT247",4,2019,"kig",2,0,0,0,11,2
"2603",2603,"JMT248",1,2019,"kig",2,0,0,0,11,2
"2604",2604,"JMT249",6,2019,"kig",2,0,0,0,11,2
"2605",2605,"JMT250",4,2019,"kig",2,0,0,0,11,2
"2606",2606,"JMT254",6,2019,"kig",2,0,0,0,11,2
"2607",2607,"JMT255",6,2019,"kig",2,0,0,0,11,2
"2608",2608,"JMT258",4,2019,"kig",2,0,0,0,11,2
"2609",2609,"JMT260",5,2019,"kig",2,0,0,0,11,2
"2610",2610,"MLB002",4,2019,"kig",2,0,0,0,11,2
"2611",2611,"MLB003",5,2019,"kig",2,0,0,0,11,2
"2612",2612,"MLB005",4,2019,"kig",2,0,0,0,11,2
"2613",2613,"MLB006",6,2019,"kig",2,0,0,0,11,2
"2614",2614,"MLB008",3,2019,"kig",2,0,0,0,11,2
"2615",2615,"MLB009",5,2019,"kig",2,0,0,0,11,2
"2616",2616,"MLB010",5,2019,"kig",2,0,0,0,11,2
"2617",2617,"MLB011",4,2019,"kig",2,0,0,0,11,2
"2618",2618,"MLB012",4,2019,"kig",2,0,0,0,11,2
"2619",2619,"MLB013",5,2019,"kig",2,0,0,0,11,2
"2620",2620,"MLB014",5,2019,"kig",2,0,0,0,11,2
"2621",2621,"MLB015",5,2019,"kig",2,0,0,0,11,2
"2622",2622,"MLB016",6,2019,"kig",2,0,0,0,11,2
"2623",2623,"MLB017",5,2019,"kig",2,0,0,0,11,2
"2624",2624,"MLB018",3,2019,"kig",2,0,0,0,11,2
"2625",2625,"RJF204",5,2019,"kig",2,0,0,0,11,2
"2626",2626,"RJF230",5,2019,"kig",2,0,0,0,11,2
"2627",2627,"RJF234",5,2019,"kig",2,0,0,0,11,2
"2628",2628,"RJF238",6,2019,"kig",2,0,0,0,11,2
"2629",2629,"RJF249",6,2019,"kig",2,0,0,0,11,2
"2630",2630,"RJF250",4,2019,"kig",2,0,0,0,11,2
"2631",2631,"RJF251",5,2019,"kig",2,0,0,0,11,2
"2632",2632,"RJF252",6,2019,"kig",2,0,0,0,11,2
"2633",2633,"RJF253",3,2019,"kig",2,0,0,0,11,2
"2634",2634,"RJF254",6,2019,"kig",2,0,0,0,11,2
"2635",2635,"RJF255",6,2019,"kig",2,0,0,0,11,2
"2636",2636,"RJF256",4,2019,"kig",2,0,0,0,11,2
"2637",2637,"RJF257",4,2019,"kig",2,0,0,0,11,2
"2638",2638,"RJF259",4,2019,"kig",2,0,0,0,11,2
"2639",2639,"RJF262",6,2019,"kig",2,0,0,0,11,2
"2640",2640,"RJF266",5,2019,"kig",2,0,0,0,11,2
"2641",2641,"RJF270",3,2019,"kig",2,0,0,0,11,2
"2642",2642,"RJF273",4,2019,"kig",2,0,0,0,11,2
"2643",2643,"RJF277",4,2019,"kig",2,0,0,0,11,2
"2644",2644,"TCD001",5,2019,"kig",2,0,0,0,11,2
"2645",2645,"TCD002",5,2019,"kig",2,0,0,0,11,2
"2646",2646,"TCD003",4,2019,"kig",2,0,0,0,11,2
"2647",2647,"TCD004",4,2019,"kig",2,0,0,0,11,2
"2648",2648,"TCD005",5,2019,"kig",2,0,0,0,11,2
"2649",2649,"TCD006",6,2019,"kig",2,0,0,0,11,2
"2650",2650,"TCD007",4,2019,"kig",2,0,0,0,11,2
"2651",2651,"TCD008",4,2019,"kig",2,0,0,0,11,2
"2652",2652,"TCD011",4,2019,"kig",2,0,0,0,11,2
"2653",2653,"TCD012",3,2019,"kig",2,0,0,0,11,2
"2654",2654,"TCD013",6,2019,"kig",2,0,0,0,11,2
"2655",2655,"TCD014",6,2019,"kig",2,0,0,0,11,2
"2656",2656,"TCD015",5,2019,"kig",2,0,0,0,11,2
"2657",2657,"TCD016",3,2019,"kig",2,0,0,0,11,2
"2658",2658,"TCD017",6,2019,"kig",2,0,0,0,11,2
"2659",2659,"TCD018",3,2019,"kig",2,0,0,0,11,2
"2660",2660,"TCD019",4,2019,"kig",2,0,0,0,11,2
"2661",2661,"TCD020",3,2019,"kig",2,0,0,0,11,2
"2662",2662,"TCD021",3,2019,"kig",2,0,0,0,11,2
"2663",2663,"TCD022",5,2019,"kig",2,0,0,0,11,2
"2664",2664,"TCD023",6,2019,"kig",2,0,0,0,11,2
"2665",2665,"TCD027",4,2019,"kig",2,0,0,0,11,2
"2666",2666,"TCD028",5,2019,"kig",2,0,0,0,11,2
"2667",2667,"TCD029",3,2019,"kig",2,0,0,0,11,2
"2668",2668,"TCD030",5,2019,"kig",2,0,0,0,11,2
"2669",2669,"TCD031",4,2019,"kig",2,0,0,0,11,2
"2670",2670,"TCD032",4,2019,"kig",2,0,0,0,11,2
"2671",2671,"CLB108",3,2021,"kig",44,17,17,0,4,2
"2672",2672,"CLB109",5,2021,"kig",44,17,17,0,4,2
"2673",2673,"CLB114",6,2021,"kig",44,17,17,0,4,2
"2674",2674,"CLB115",5,2021,"kig",44,17,17,0,4,2
"2675",2675,"CLB116",5,2021,"kig",44,17,17,0,4,2
"2676",2676,"CLB117",5,2021,"kig",44,17,17,0,4,2
"2677",2677,"CLB118",5,2021,"kig",44,17,17,0,4,2
"2678",2678,"CLB119",6,2021,"kig",44,17,17,0,4,2
"2679",2679,"CLB120",6,2021,"kig",44,17,17,0,4,2
"2680",2680,"CLB121",5,2021,"kig",44,17,17,0,4,2
"2681",2681,"CLB122",5,2021,"kig",44,17,17,0,4,2
"2682",2682,"CLB123",6,2021,"kig",44,17,17,0,4,2
"2683",2683,"CLB124",6,2021,"kig",44,17,17,0,4,2
"2684",2684,"CLB125",7,2021,"kig",44,17,17,0,4,2
"2685",2685,"CLB126",4,2021,"kig",44,17,17,0,4,2
"2686",2686,"CLB127",5,2021,"kig",44,17,17,0,4,2
"2687",2687,"CLB128",6,2021,"kig",44,17,17,0,4,2
"2688",2688,"CLB129",5,2021,"kig",44,17,17,0,4,2
"2689",2689,"CLB130",4,2021,"kig",44,17,17,0,4,2
"2690",2690,"CLB131",5,2021,"kig",44,17,17,0,4,2
"2691",2691,"CLB132",3,2021,"kig",44,17,17,0,4,2
"2692",2692,"CLB133",6,2021,"kig",44,17,17,0,4,2
"2693",2693,"CLB134",4,2021,"kig",44,17,17,0,4,2
"2694",2694,"JCA271",6,2021,"kig",44,17,17,0,4,2
"2695",2695,"JCA288",4,2021,"kig",44,17,17,0,4,2
"2696",2696,"JCA305",5,2021,"kig",44,17,17,0,4,2
"2697",2697,"JCA310",6,2021,"kig",44,17,17,0,4,2
"2698",2698,"JCA312",7,2021,"kig",44,17,17,0,4,2
"2699",2699,"JCA315",3,2021,"kig",44,17,17,0,4,2
"2700",2700,"JMT434",5,2021,"kig",44,17,17,0,4,2
"2701",2701,"JMT493",1,2021,"kig",44,17,17,0,4,2
"2702",2702,"JMT529",5,2021,"kig",44,17,17,0,4,2
"2703",2703,"JMT572",5,2021,"kig",44,17,17,0,4,2
"2704",2704,"JMT582",5,2021,"kig",44,17,17,0,4,2
"2705",2705,"JMT600",6,2021,"kig",44,17,17,0,4,2
"2706",2706,"JMT630",5,2021,"kig",44,17,17,0,4,2
"2707",2707,"JMT637",5,2021,"kig",44,17,17,0,4,2
"2708",2708,"JMT645",4,2021,"kig",44,17,17,0,4,2
"2709",2709,"LRB127",5,2021,"kig",44,17,17,0,4,2
"2710",2710,"LRB128",4,2021,"kig",44,17,17,0,4,2
"2711",2711,"LRB130",5,2021,"kig",44,17,17,0,4,2
"2712",2712,"LRB131",6,2021,"kig",44,17,17,0,4,2
"2713",2713,"LRB132",5,2021,"kig",44,17,17,0,4,2
"2714",2714,"LRB134",5,2021,"kig",44,17,17,0,4,2
"2715",2715,"LRB136",6,2021,"kig",44,17,17,0,4,2
"2716",2716,"LRB137",6,2021,"kig",44,17,17,0,4,2
"2717",2717,"LRB138",5,2021,"kig",44,17,17,0,4,2
"2718",2718,"LRB139",6,2021,"kig",44,17,17,0,4,2
"2719",2719,"LRB140",5,2021,"kig",44,17,17,0,4,2
"2720",2720,"LRB142",4,2021,"kig",44,17,17,0,4,2
"2721",2721,"LRB143",2,2021,"kig",44,17,17,0,4,2
"2722",2722,"LRB144",4,2021,"kig",44,17,17,0,4,2
"2723",2723,"LRB145",5,2021,"kig",44,17,17,0,4,2
"2724",2724,"LRB146",5,2021,"kig",44,17,17,0,4,2
"2725",2725,"LRB147",3,2021,"kig",44,17,17,0,4,2
"2726",2726,"LRB148",5,2021,"kig",44,17,17,0,4,2
"2727",2727,"LRB149",5,2021,"kig",44,17,17,0,4,2
"2728",2728,"LRB150",4,2021,"kig",44,17,17,0,4,2
"2729",2729,"LRB151",5,2021,"kig",44,17,17,0,4,2
"2730",2730,"PJL132",6,2021,"kig",44,17,17,0,4,2
"2731",2731,"PJL148",3,2021,"kig",44,17,17,0,4,2
"2732",2732,"PJL157",6,2021,"kig",44,17,17,0,4,2
"2733",2733,"PJL162",6,2021,"kig",44,17,17,0,4,2
"2734",2734,"PJL167",5,2021,"kig",44,17,17,0,4,2
"2735",2735,"PJL169",6,2021,"kig",44,17,17,0,4,2
"2736",2736,"RJF564",5,2021,"kig",44,17,17,0,4,2
"2737",2737,"RJF571",6,2021,"kig",44,17,17,0,4,2
"2738",2738,"RJF607",5,2021,"kig",44,17,17,0,4,2
"2739",2739,"RJF609",6,2021,"kig",44,17,17,0,4,2
"2740",2740,"RJF610",6,2021,"kig",44,17,17,0,4,2
"2741",2741,"RJF618",5,2021,"kig",44,17,17,0,4,2
"2742",2742,"RJF619",6,2021,"kig",44,17,17,0,4,2
"2743",2743,"RJF621",4,2021,"kig",44,17,17,0,4,2
"2744",2744,"RJF624",5,2021,"kig",44,17,17,0,4,2
"2745",2745,"RJF625",6,2021,"kig",44,17,17,0,4,2
"2746",2746,"RJF626",6,2021,"kig",44,17,17,0,4,2
"2747",2747,"RJF627",5,2021,"kig",44,17,17,0,4,2
"2748",2748,"RJF628",7,2021,"kig",44,17,17,0,4,2
"2749",2749,"RJF629",4,2021,"kig",44,17,17,0,4,2
"2750",2750,"RJF631",5,2021,"kig",44,17,17,0,4,2
"2751",2751,"RJF632",5,2021,"kig",44,17,17,0,4,2
"2752",2752,"RJF633",4,2021,"kig",44,17,17,0,4,2
"2753",2753,"RJF634",5,2021,"kig",44,17,17,0,4,2
"2754",2754,"RJF636",6,2021,"kig",44,17,17,0,4,2
"2755",2755,"RJF637",5,2021,"kig",44,17,17,0,4,2
"2756",2756,"RJF638",6,2021,"kig",44,17,17,0,4,2
"2757",2757,"RJF639",5,2021,"kig",44,17,17,0,4,2
"2758",2758,"RJF640",4,2021,"kig",44,17,17,0,4,2
"2759",2759,"RJF641",5,2021,"kig",44,17,17,0,4,2
"2760",2760,"RJF642",4,2021,"kig",44,17,17,0,4,2
"2761",2761,"RJF643",5,2021,"kig",44,17,17,0,4,2
"2762",2762,"RJF646",5,2021,"kig",44,17,17,0,4,2
"2763",2763,"RJF647",4,2021,"kig",44,17,17,0,4,2
"2764",2764,"RJF648",6,2021,"kig",44,17,17,0,4,2
"2765",2765,"10-BJH003",5,2010,"utq",65,29,23,5,5,1
"2766",2766,"10-BJH011",5,2010,"utq",65,29,23,5,5,1
"2767",2767,"10-DES024",4,2010,"utq",65,29,23,5,5,1
"2768",2768,"10-DES027",3,2010,"utq",65,29,23,5,5,1
"2769",2769,"10-GAS002",4,2010,"utq",65,29,23,5,5,1
"2770",2770,"10-KEO018",3,2010,"utq",65,29,23,5,5,1
"2771",2771,"10-KEO020",4,2010,"utq",65,29,23,5,5,1
"2772",2772,"10-KJB003",1,2010,"utq",65,29,23,5,5,1
"2773",2773,"10-KJB012",3,2010,"utq",65,29,23,5,5,1
"2774",2774,"10-KJB014",5,2010,"utq",65,29,23,5,5,1
"2775",2775,"10-LLS003",1,2010,"utq",65,29,23,5,5,1
"2776",2776,"10-LLS013",2,2010,"utq",65,29,23,5,5,1
"2777",2777,"10-PLB001",5,2010,"utq",65,29,23,5,5,1
"2778",2778,"10-SMN005",4,2010,"utq",65,29,23,5,5,1
"2779",2779,"10-SMN006",5,2010,"utq",65,29,23,5,5,1
"2780",2780,"11-AJS019",4,2011,"utq",51,10,1,3,7,5
"2781",2781,"11-AJS022",4,2011,"utq",51,10,1,3,7,5
"2782",2782,"11-AJS025",6,2011,"utq",51,10,1,3,7,5
"2783",2783,"11-AJS031",6,2011,"utq",51,10,1,3,7,5
"2784",2784,"11-CAA002",3,2011,"utq",51,10,1,3,7,5
"2785",2785,"11-DES023",2,2011,"utq",51,10,1,3,7,5
"2786",2786,"11-JMC013",4,2011,"utq",51,10,1,3,7,5
"2787",2787,"11-JTN008",3,2011,"utq",51,10,1,3,7,5
"2788",2788,"11-KER017",5,2011,"utq",51,10,1,3,7,5
"2789",2789,"11-MCZ027",5,2011,"utq",51,10,1,3,7,5
"2790",2790,"11-MJM012",6,2011,"utq",51,10,1,3,7,5
"2791",2791,"11-NCS003",4,2011,"utq",51,10,1,3,7,5
"2792",2792,"11-NRD013",4,2011,"utq",51,10,1,3,7,5
"2793",2793,"11-NRD027",4,2011,"utq",51,10,1,3,7,5
"2794",2794,"11-NRD030",5,2011,"utq",51,10,1,3,7,5
"2795",2795,"11-SBF008",6,2011,"utq",51,10,1,3,7,5
"2796",2796,"12-EKW012",6,2012,"utq",52,23,36,5,11,0
"2797",2797,"12-JJN009",5,2012,"utq",52,23,36,5,11,0
"2798",2798,"12-JJN016",5,2012,"utq",52,23,36,5,11,0
"2799",2799,"12-KEO001",6,2012,"utq",52,23,36,5,11,0
"2800",2800,"12-MCZ026",3,2012,"utq",52,23,36,5,11,0
"2801",2801,"12-MCZ048",4,2012,"utq",52,23,36,5,11,0
"2802",2802,"12-MLS014",6,2012,"utq",52,23,36,5,11,0
"2803",2803,"12-MLS015",4,2012,"utq",52,23,36,5,11,0
"2804",2804,"12-MLS025",5,2012,"utq",52,23,36,5,11,0
"2805",2805,"12-MTW041",4,2012,"utq",52,23,36,5,11,0
"2806",2806,"12-MTW044",5,2012,"utq",52,23,36,5,11,0
"2807",2807,"12-MTW053",3,2012,"utq",52,23,36,5,11,0
"2808",2808,"12-MTW055",6,2012,"utq",52,23,36,5,11,0
"2809",2809,"12-RRG007",5,2012,"utq",52,23,36,5,11,0
"2810",2810,"12-SAM010",6,2012,"utq",52,23,36,5,11,0
"2811",2811,"12-VC009",3,2012,"utq",52,23,36,5,11,0
"2812",2812,"13-ACL017",6,2013,"utq",57,22,14,7,8,1
"2813",2813,"13-ACL019",4,2013,"utq",57,22,14,7,8,1
"2814",2814,"13-ACL022",6,2013,"utq",57,22,14,7,8,1
"2815",2815,"13-BES005",1,2013,"utq",57,22,14,7,8,1
"2816",2816,"13-CRG028",5,2013,"utq",57,22,14,7,8,1
"2817",2817,"13-DEG030",4,2013,"utq",57,22,14,7,8,1
"2818",2818,"13-DES005",2,2013,"utq",57,22,14,7,8,1
"2819",2819,"13-FOX004",4,2013,"utq",57,22,14,7,8,1
"2820",2820,"13-KAD026",6,2013,"utq",57,22,14,7,8,1
"2821",2821,"13-MWM023",5,2013,"utq",57,22,14,7,8,1
"2822",2822,"13-MWM034",3,2013,"utq",57,22,14,7,8,1
"2823",2823,"13-MWM035",5,2013,"utq",57,22,14,7,8,1
"2824",2824,"13-SKM022",7,2013,"utq",57,22,14,7,8,1
"2825",2825,"13-SKM030",3,2013,"utq",57,22,14,7,8,1
"2826",2826,"13-SPT015",5,2013,"utq",57,22,14,7,8,1
"2827",2827,"14-DPJ033",4,2014,"utq",38,7,5,0,9,1
"2828",2828,"14-DPJ049",1,2014,"utq",38,7,5,0,9,1
"2829",2829,"14-EEU029",6,2014,"utq",38,7,5,0,9,1
"2830",2830,"14-EEU031",5,2014,"utq",38,7,5,0,9,1
"2831",2831,"14-EEU035",5,2014,"utq",38,7,5,0,9,1
