"","X","Nest","maxclutch","year","site","win_hi","spr_hi","wxt","sxt","wxw","sxw"
"2832",2832,"14-EEU037",5,2014,"utq",38,7,5,0,9,1
"2833",2833,"14-FOX002",6,2014,"utq",38,7,5,0,9,1
"2834",2834,"14-LRK058",5,2014,"utq",38,7,5,0,9,1
"2835",2835,"14-LRK059",2,2014,"utq",38,7,5,0,9,1
"2836",2836,"14-MTW053",4,2014,"utq",38,7,5,0,9,1
"2837",2837,"14-MTW093",4,2014,"utq",38,7,5,0,9,1
"2838",2838,"14-MTW095",6,2014,"utq",38,7,5,0,9,1
"2839",2839,"14-MTW096",6,2014,"utq",38,7,5,0,9,1
"2840",2840,"14-MTW103",5,2014,"utq",38,7,5,0,9,1
"2841",2841,"14-MWM015",4,2014,"utq",38,7,5,0,9,1
"2842",2842,"14-MWM055",4,2014,"utq",38,7,5,0,9,1
"2843",2843,"14-SMH015",6,2014,"utq",38,7,5,0,9,1
"2844",2844,"15-ERY012",4,2015,"utq",14,7,0,0,11,2
"2845",2845,"15-ERY015",4,2015,"utq",14,7,0,0,11,2
"2846",2846,"15-ERY021",6,2015,"utq",14,7,0,0,11,2
"2847",2847,"15-HCC013",5,2015,"utq",14,7,0,0,11,2
"2848",2848,"15-MCM015",5,2015,"utq",14,7,0,0,11,2
"2849",2849,"15-MCM045",5,2015,"utq",14,7,0,0,11,2
"2850",2850,"15-NRG003",5,2015,"utq",14,7,0,0,11,2
"2851",2851,"15-NRG019",4,2015,"utq",14,7,0,0,11,2
"2852",2852,"15-NRG022",3,2015,"utq",14,7,0,0,11,2
"2853",2853,"15-QMB003",5,2015,"utq",14,7,0,0,11,2
"2854",2854,"15-SEY026",1,2015,"utq",14,7,0,0,11,2
"2855",2855,"15-SEY027",5,2015,"utq",14,7,0,0,11,2
"2856",2856,"15-SOT005",6,2015,"utq",14,7,0,0,11,2
"2857",2857,"15-SOT010",5,2015,"utq",14,7,0,0,11,2
"2858",2858,"16-ARB005",5,2016,"utq",11,4,0,0,8,1
"2859",2859,"16-DCB025",2,2016,"utq",11,4,0,0,8,1
"2860",2860,"16-DCB030",4,2016,"utq",11,4,0,0,8,1
"2861",2861,"16-DCB034",5,2016,"utq",11,4,0,0,8,1
"2862",2862,"16-DCB041",4,2016,"utq",11,4,0,0,8,1
"2863",2863,"16-DLC007",3,2016,"utq",11,4,0,0,8,1
"2864",2864,"16-FOX001",3,2016,"utq",11,4,0,0,8,1
"2865",2865,"16-M_N006",4,2016,"utq",11,4,0,0,8,1
"2866",2866,"16-MAP022",4,2016,"utq",11,4,0,0,8,1
"2867",2867,"16-MAP026",3,2016,"utq",11,4,0,0,8,1
"2868",2868,"16-MAP027",3,2016,"utq",11,4,0,0,8,1
"2869",2869,"16-MAP028",4,2016,"utq",11,4,0,0,8,1
"2870",2870,"16-SEY029",3,2016,"utq",11,4,0,0,8,1
"2871",2871,"16-SEY036",4,2016,"utq",11,4,0,0,8,1
"2872",2872,"16-SEY038",1,2016,"utq",11,4,0,0,8,1
"2873",2873,"16-SEY045",5,2016,"utq",11,4,0,0,8,1
"2874",2874,"16-SEY046",2,2016,"utq",11,4,0,0,8,1
"2875",2875,"16-SEY047",5,2016,"utq",11,4,0,0,8,1
"2876",2876,"16-SIA026",5,2016,"utq",11,4,0,0,8,1
"2877",2877,"17-AES033",4,2017,"utq",28,2,3,0,7,1
"2878",2878,"17-BAY013",5,2017,"utq",28,2,3,0,7,1
"2879",2879,"17-BAY024",5,2017,"utq",28,2,3,0,7,1
"2880",2880,"17-CRD044",5,2017,"utq",28,2,3,0,7,1
"2881",2881,"17-JAH029",2,2017,"utq",28,2,3,0,7,1
"2882",2882,"17-JGN001",5,2017,"utq",28,2,3,0,7,1
"2883",2883,"17-MWM058",4,2017,"utq",28,2,3,0,7,1
"2884",2884,"17-NJM050",3,2017,"utq",28,2,3,0,7,1
"2885",2885,"17-NRG043",4,2017,"utq",28,2,3,0,7,1
"2886",2886,"18-CRD033",5,2018,"utq",0,0,0,0,9,1
"2887",2887,"18-CRD042",5,2018,"utq",0,0,0,0,9,1
"2888",2888,"18-EFA007",2,2018,"utq",0,0,0,0,9,1
"2889",2889,"18-KLL036",4,2018,"utq",0,0,0,0,9,1
"2890",2890,"18-MWM037",8,2018,"utq",0,0,0,0,9,1
"2891",2891,"18-MWM044",2,2018,"utq",0,0,0,0,9,1
"2892",2892,"18-MWM047",4,2018,"utq",0,0,0,0,9,1
"2893",2893,"18-MWM059",5,2018,"utq",0,0,0,0,9,1
"2894",2894,"18-MWM067",5,2018,"utq",0,0,0,0,9,1
"2895",2895,"18-MWM070",3,2018,"utq",0,0,0,0,9,1
"2896",2896,"18-NRG039",5,2018,"utq",0,0,0,0,9,1
"2897",2897,"18-SPP004",4,2018,"utq",0,0,0,0,9,1
"2898",2898,"18-SPP038",5,2018,"utq",0,0,0,0,9,1
"2899",2899,"18-SPP057",4,2018,"utq",0,0,0,0,9,1
"2900",2900,"18-SPP066",2,2018,"utq",0,0,0,0,9,1
"2901",2901,"19-CHT024",5,2019,"utq",2,0,0,0,11,2
"2902",2902,"19-CHT036",5,2019,"utq",2,0,0,0,11,2
"2903",2903,"19-CHT090",5,2019,"utq",2,0,0,0,11,2
"2904",2904,"19-CHT092",5,2019,"utq",2,0,0,0,11,2
"2905",2905,"19-CHT093",3,2019,"utq",2,0,0,0,11,2
"2906",2906,"19-ERP033",5,2019,"utq",2,0,0,0,11,2
"2907",2907,"19-ERP034",5,2019,"utq",2,0,0,0,11,2
"2908",2908,"19-ERP035",6,2019,"utq",2,0,0,0,11,2
"2909",2909,"19-ERP040",5,2019,"utq",2,0,0,0,11,2
"2910",2910,"19-ERP044",6,2019,"utq",2,0,0,0,11,2
"2911",2911,"19-JRL008",6,2019,"utq",2,0,0,0,11,2
"2912",2912,"19-JRM006",5,2019,"utq",2,0,0,0,11,2
"2913",2913,"19-JRM041",5,2019,"utq",2,0,0,0,11,2
"2914",2914,"19-MWM026",5,2019,"utq",2,0,0,0,11,2
"2915",2915,"19-MWM058",4,2019,"utq",2,0,0,0,11,2
"2916",2916,"19-MWM086",4,2019,"utq",2,0,0,0,11,2
"2917",2917,"19-MWM088",5,2019,"utq",2,0,0,0,11,2
"2918",2918,"19-NDG009",5,2019,"utq",2,0,0,0,11,2
"2919",2919,"19-NDG069",3,2019,"utq",2,0,0,0,11,2
"2920",2920,"19-NOC017",4,2019,"utq",2,0,0,0,11,2
"2921",2921,"19-NOC027",3,2019,"utq",2,0,0,0,11,2
"2922",2922,"19-NOC058",6,2019,"utq",2,0,0,0,11,2
"2923",2923,"19-NOC059",5,2019,"utq",2,0,0,0,11,2
"2924",2924,"19-NRG046",5,2019,"utq",2,0,0,0,11,2
"2925",2925,"19-NRG047",5,2019,"utq",2,0,0,0,11,2
"2926",2926,"19-NRG060",5,2019,"utq",2,0,0,0,11,2
"2927",2927,"19-NRG069",4,2019,"utq",2,0,0,0,11,2
"2928",2928,"19-NRG071",4,2019,"utq",2,0,0,0,11,2
"2929",2929,"19-NRG073",4,2019,"utq",2,0,0,0,11,2
"2930",2930,"19-RIC042",3,2019,"utq",2,0,0,0,11,2
"2931",2931,"19-SMS091",5,2019,"utq",2,0,0,0,11,2
"2932",2932,"19-TSC035",4,2019,"utq",2,0,0,0,11,2
"2933",2933,"19-TSC071",2,2019,"utq",2,0,0,0,11,2
