FirstFound,LastPresent,LastChecked,Fate,Freq,Init,NestAge,Year,Site,Win_Hi,Win_Lo,Spr_Hi,Spr_Lo,Nest
7,31,31,0,1,150,-6,2007,Kig,56,54,10,0,BCL039
7,29,29,0,1,148,-4,2007,Kig,56,54,10,0,BCL040
8,30,30,0,1,151,-7,2007,Kig,56,54,10,0,BCL044
8,30,30,0,1,151,-7,2007,Kig,56,54,10,0,BCL045
8,29,29,0,1,151,-7,2007,Kig,56,54,10,0,BCL047
8,30,30,0,1,151,-7,2007,Kig,56,54,10,0,BCL048
8,29,29,0,1,149,-5,2007,Kig,56,54,10,0,BCL049
8,24,24,0,1,142,2,2007,Kig,56,54,10,0,BCL052
8,26,26,0,1,140,4,2007,Kig,56,54,10,0,BCL055
9,26,26,0,1,143,1,2007,Kig,56,54,10,0,BCL056
10,27,27,0,1,146,-2,2007,Kig,56,54,10,0,BCL060
10,29,29,0,1,146,-2,2007,Kig,56,54,10,0,BCL061
12,25,25,0,1,144,0,2007,Kig,56,54,10,0,BCL063
12,31,31,0,1,151,-7,2007,Kig,56,54,10,0,BCL067
13,29,29,0,1,147,-3,2007,Kig,56,54,10,0,BCL071
14,29,29,0,1,146,-2,2007,Kig,56,54,10,0,BCL072
15,34,34,0,1,146,-2,2007,Kig,56,54,10,0,BCL076
15,33,33,0,1,154,-10,2007,Kig,56,54,10,0,BCL078
17,35,35,0,1,154,-10,2007,Kig,56,54,10,0,BCL079
17,31,31,0,1,151,-7,2007,Kig,56,54,10,0,BCL080
17,23,23,0,1,141,3,2007,Kig,56,54,10,0,BCL082
19,31,31,0,1,151,-7,2007,Kig,56,54,10,0,BCL083
2,27,27,0,1,143,1,2007,Kig,56,54,10,0,JBW020
2,22,22,0,1,140,4,2007,Kig,56,54,10,0,JBW022
5,25,25,0,1,143,1,2007,Kig,56,54,10,0,JBW028
5,26,26,0,1,146,-2,2007,Kig,56,54,10,0,JBW029
6,25,25,0,1,147,-3,2007,Kig,56,54,10,0,JBW037
6,29,29,0,1,147,-3,2007,Kig,56,54,10,0,JBW039
7,29,29,0,1,148,-4,2007,Kig,56,54,10,0,JBW044
7,29,29,0,1,148,-4,2007,Kig,56,54,10,0,JBW046
7,30,30,0,1,148,-4,2007,Kig,56,54,10,0,JBW048
7,29,29,0,1,148,-4,2007,Kig,56,54,10,0,JBW049
7,27,27,0,1,148,-4,2007,Kig,56,54,10,0,JBW050
7,27,27,0,1,145,-1,2007,Kig,56,54,10,0,JBW051
8,25,25,0,1,143,1,2007,Kig,56,54,10,0,JBW053
8,27,27,0,1,146,-2,2007,Kig,56,54,10,0,JBW054
8,24,24,0,1,146,-2,2007,Kig,56,54,10,0,JBW055
8,28,28,0,1,149,-5,2007,Kig,56,54,10,0,JBW056
8,24,24,0,1,140,4,2007,Kig,56,54,10,0,JBW057
8,24,24,0,1,140,4,2007,Kig,56,54,10,0,JBW058
8,25,25,0,1,146,-2,2007,Kig,56,54,10,0,JBW061
11,33,33,0,1,152,-8,2007,Kig,56,54,10,0,JBW064
11,31,31,0,1,152,-8,2007,Kig,56,54,10,0,JBW065
12,28,28,0,1,144,0,2007,Kig,56,54,10,0,JBW067
13,29,29,0,1,145,-1,2007,Kig,56,54,10,0,JBW074
14,32,32,0,1,151,-7,2007,Kig,56,54,10,0,JBW075
14,29,29,0,1,146,-2,2007,Kig,56,54,10,0,JBW077
15,34,34,0,1,147,-3,2007,Kig,56,54,10,0,JBW080
17,34,34,0,1,152,-8,2007,Kig,56,54,10,0,JBW083
17,28,28,0,1,147,-3,2007,Kig,56,54,10,0,JBW084
17,32,32,0,1,147,-3,2007,Kig,56,54,10,0,JBW085
18,28,28,0,1,147,-3,2007,Kig,56,54,10,0,JBW087
27,32,32,0,1,152,-8,2007,Kig,56,54,10,0,JBW100
2,27,27,0,1,143,1,2007,Kig,56,54,10,0,JJW007
2,28,28,0,1,143,1,2007,Kig,56,54,10,0,JJW008
5,31,31,0,1,146,-2,2007,Kig,56,54,10,0,JJW016
6,28,28,0,1,144,0,2007,Kig,56,54,10,0,JJW021
6,29,29,0,1,147,-3,2007,Kig,56,54,10,0,JJW025
7,28,28,0,1,145,-1,2007,Kig,56,54,10,0,JJW029
7,28,28,0,1,145,-1,2007,Kig,56,54,10,0,JJW030
7,26,26,0,1,145,-1,2007,Kig,56,54,10,0,JJW032
8,29,29,0,1,149,-5,2007,Kig,56,54,10,0,JJW037
8,30,30,0,1,149,-5,2007,Kig,56,54,10,0,JJW041
8,32,32,0,1,149,-5,2007,Kig,56,54,10,0,JJW045
11,29,29,0,1,151,-7,2007,Kig,56,54,10,0,JJW046
13,30,30,0,1,143,1,2007,Kig,56,54,10,0,JJW048
13,27,27,0,1,144,0,2007,Kig,56,54,10,0,JJW050
14,33,33,0,1,147,-3,2007,Kig,56,54,10,0,JJW054
14,30,30,0,1,146,-2,2007,Kig,56,54,10,0,JJW055
15,34,34,0,1,150,-6,2007,Kig,56,54,10,0,JJW057
17,32,32,0,1,152,-8,2007,Kig,56,54,10,0,JJW058
3,27,27,0,1,144,0,2007,Kig,56,54,10,0,MLS018
2,32,32,0,1,143,1,2007,Kig,56,54,10,0,MLS031
7,28,28,0,1,145,-1,2007,Kig,56,54,10,0,MLS035
8,31,31,0,1,149,-5,2007,Kig,56,54,10,0,MLS040
8,30,30,0,1,149,-5,2007,Kig,56,54,10,0,MLS041
8,25,25,0,1,146,-2,2007,Kig,56,54,10,0,MLS045
10,28,28,0,1,143,1,2007,Kig,56,54,10,0,MLS046
11,30,30,0,1,149,-5,2007,Kig,56,54,10,0,MLS048
12,22,22,0,1,134,10,2007,Kig,56,54,10,0,MLS052
13,30,30,0,1,145,-1,2007,Kig,56,54,10,0,MLS057
14,32,32,0,1,149,-5,2007,Kig,56,54,10,0,MLS059
14,25,25,0,1,139,5,2007,Kig,56,54,10,0,MLS060
14,31,31,0,1,146,-2,2007,Kig,56,54,10,0,MLS062
19,29,29,0,1,144,0,2007,Kig,56,54,10,0,MLS067
19,35,35,0,1,151,-7,2007,Kig,56,54,10,0,MLS069
18,31,31,0,1,153,-9,2007,Kig,56,54,10,0,PLF046
23,27,27,0,1,146,-2,2007,Kig,56,54,10,0,PLF075
2,23,23,0,1,140,4,2007,Kig,56,54,10,0,TJH014
2,27,27,0,1,143,1,2007,Kig,56,54,10,0,TJH015
2,23,23,0,1,140,4,2007,Kig,56,54,10,0,TJH019
3,25,25,0,1,141,3,2007,Kig,56,54,10,0,TJH025
5,24,24,0,1,142,2,2007,Kig,56,54,10,0,TJH026
5,30,30,0,1,146,-2,2007,Kig,56,54,10,0,TJH028
5,27,27,0,1,146,-2,2007,Kig,56,54,10,0,TJH030
6,28,28,0,1,147,-3,2007,Kig,56,54,10,0,TJH033
6,26,26,0,1,147,-3,2007,Kig,56,54,10,0,TJH034
7,27,27,0,1,141,3,2007,Kig,56,54,10,0,TJH043
7,24,24,0,1,139,5,2007,Kig,56,54,10,0,TJH044
7,29,29,0,1,148,-4,2007,Kig,56,54,10,0,TJH045
8,18,18,0,1,133,11,2007,Kig,56,54,10,0,TJH046
8,29,29,0,1,146,-2,2007,Kig,56,54,10,0,TJH052
8,29,29,0,1,149,-5,2007,Kig,56,54,10,0,TJH056
10,29,29,0,1,148,-4,2007,Kig,56,54,10,0,TJH059
12,29,29,0,1,151,-7,2007,Kig,56,54,10,0,TJH063
13,28,28,0,1,144,0,2007,Kig,56,54,10,0,TJH065
14,28,28,0,1,149,-5,2007,Kig,56,54,10,0,TJH069
14,29,29,0,1,151,-7,2007,Kig,56,54,10,0,TJH073
14,31,31,0,1,150,-6,2007,Kig,56,54,10,0,TJH074
15,29,29,0,1,151,-7,2007,Kig,56,54,10,0,TJH075
18,27,27,0,1,146,-2,2007,Kig,56,54,10,0,TJH077
20,29,29,0,1,148,-4,2007,Kig,56,54,10,0,TJH082
8,19,28,1,1,149,-5,2007,Kig,56,54,10,0,BCL043
8,19,25,1,1,151,-7,2007,Kig,56,54,10,0,BCL051
14,25,31,1,1,148,-4,2007,Kig,56,54,10,0,BCL073
13,23,31,1,1,153,-9,2007,Kig,56,54,10,0,JBW070
14,14,25,1,1,147,-3,2007,Kig,56,54,10,0,JJW052
1,1,2,1,1,142,2,2007,Kig,56,54,10,0,MLS011
13,13,23,1,1,154,-10,2007,Kig,56,54,10,0,MLS056
3,13,22,1,1,141,3,2007,Kig,56,54,10,0,TJH023
5,5,14,1,1,146,-2,2007,Kig,56,54,10,0,TJH029
7,18,21,1,1,148,-4,2007,Kig,56,54,10,0,TJH039
9,31,31,0,1,152,-8,2007,Kig,56,54,10,0,BCL057
13,30,30,0,1,150,-6,2007,Kig,56,54,10,0,BCL068
14,32,32,0,1,151,-7,2007,Kig,56,54,10,0,BCL074
15,33,33,0,1,158,-14,2007,Kig,56,54,10,0,BCL075
15,35,35,0,1,158,-14,2007,Kig,56,54,10,0,BCL077
17,35,35,0,1,158,-14,2007,Kig,56,54,10,0,BCL081
20,34,34,0,1,161,-17,2007,Kig,56,54,10,0,BCL084
23,31,31,0,1,157,-13,2007,Kig,56,54,10,0,BCL086
23,31,31,0,1,159,-15,2007,Kig,56,54,10,0,BCL087
30,32,32,0,1,154,-10,2007,Kig,56,54,10,0,BCL089
10,31,31,0,1,151,-7,2007,Kig,56,54,10,0,JBW062
12,30,30,0,1,153,-9,2007,Kig,56,54,10,0,JBW066
13,31,31,0,1,154,-10,2007,Kig,56,54,10,0,JBW069
13,31,31,0,1,154,-10,2007,Kig,56,54,10,0,JBW073
16,22,22,0,1,138,6,2007,Kig,56,54,10,0,JBW081
16,28,28,0,1,148,-4,2007,Kig,56,54,10,0,JBW082
18,35,35,0,1,158,-14,2007,Kig,56,54,10,0,JBW089
22,35,35,0,1,154,-10,2007,Kig,56,54,10,0,JBW093
23,32,32,0,1,164,-20,2007,Kig,56,54,10,0,JBW097
23,36,36,0,1,155,-11,2007,Kig,56,54,10,0,JBW098
27,32,32,0,1,152,-8,2007,Kig,56,54,10,0,JBW101
13,31,31,0,1,148,-4,2007,Kig,56,54,10,0,JJW049
14,32,32,0,1,152,-8,2007,Kig,56,54,10,0,JJW051
14,34,34,0,1,152,-8,2007,Kig,56,54,10,0,JJW053
14,34,34,0,1,155,-11,2007,Kig,56,54,10,0,JJW056
17,34,34,0,1,152,-8,2007,Kig,56,54,10,0,JJW059
17,33,33,0,1,152,-8,2007,Kig,56,54,10,0,JJW060
19,35,35,0,1,160,-16,2007,Kig,56,54,10,0,JJW063
10,34,34,0,1,151,-7,2007,Kig,56,54,10,0,MLS047
30,32,32,0,1,152,-8,2007,Kig,56,54,10,0,PLF077
10,30,30,0,1,151,-7,2007,Kig,56,54,10,0,TJH057
12,28,28,0,1,151,-7,2007,Kig,56,54,10,0,TJH061
12,30,30,0,1,151,-7,2007,Kig,56,54,10,0,TJH062
13,31,31,0,1,153,-9,2007,Kig,56,54,10,0,TJH064
13,31,31,0,1,156,-12,2007,Kig,56,54,10,0,TJH066
13,30,30,0,1,152,-8,2007,Kig,56,54,10,0,TJH067
13,31,31,0,1,152,-8,2007,Kig,56,54,10,0,TJH068
14,31,31,0,1,152,-8,2007,Kig,56,54,10,0,TJH071
18,34,34,0,1,154,-10,2007,Kig,56,54,10,0,TJH078
25,31,31,0,1,154,-10,2007,Kig,56,54,10,0,TJH083
28,30,30,0,1,149,-5,2007,Kig,56,54,10,0,TJH084
31,33,33,0,1,153,-9,2007,Kig,56,54,10,0,TJH085
3,27,27,0,1,149,-2,2008,Kig,48,54,27,0,BCL010
3,24,24,0,1,145,2,2008,Kig,48,54,27,0,BCL011
3,26,26,0,1,145,2,2008,Kig,48,54,27,0,BCL013
3,24,24,0,1,149,-2,2008,Kig,48,54,27,0,BCL014
3,25,25,0,1,149,-2,2008,Kig,48,54,27,0,BCL015
4,26,26,0,1,148,-1,2008,Kig,48,54,27,0,BCL017
4,24,24,0,1,145,2,2008,Kig,48,54,27,0,BCL020
4,27,27,0,1,150,-3,2008,Kig,48,54,27,0,BCL022
4,25,25,0,1,150,-3,2008,Kig,48,54,27,0,BCL023
4,26,26,0,1,148,-1,2008,Kig,48,54,27,0,BCL024
4,25,25,0,1,150,-3,2008,Kig,48,54,27,0,BCL025
5,24,24,0,1,147,0,2008,Kig,48,54,27,0,BCL028
5,28,28,0,1,151,-4,2008,Kig,48,54,27,0,BCL029
5,25,25,0,1,149,-2,2008,Kig,48,54,27,0,BCL030
5,27,27,0,1,151,-4,2008,Kig,48,54,27,0,BCL031
5,29,29,0,1,151,-4,2008,Kig,48,54,27,0,BCL032
5,27,27,0,1,151,-4,2008,Kig,48,54,27,0,BCL033
5,25,25,0,1,151,-4,2008,Kig,48,54,27,0,BCL034
6,29,29,0,1,152,-5,2008,Kig,48,54,27,0,BCL035
7,24,24,0,1,146,1,2008,Kig,48,54,27,0,BCL042
8,29,29,0,1,152,-5,2008,Kig,48,54,27,0,BCL046
8,32,32,0,1,154,-7,2008,Kig,48,54,27,0,BCL048
9,30,30,0,1,153,-6,2008,Kig,48,54,27,0,BCL050
9,26,26,0,1,148,-1,2008,Kig,48,54,27,0,BCL051
11,28,28,0,1,150,-3,2008,Kig,48,54,27,0,BCL052
11,28,28,0,1,152,-5,2008,Kig,48,54,27,0,BCL054
11,24,24,0,1,147,0,2008,Kig,48,54,27,0,BCL055
12,27,27,0,1,149,-2,2008,Kig,48,54,27,0,BCL056
12,35,35,0,1,158,-11,2008,Kig,48,54,27,0,BCL057
13,32,32,0,1,157,-10,2008,Kig,48,54,27,0,BCL058
16,27,27,0,1,149,-2,2008,Kig,48,54,27,0,BCL063
16,26,26,0,1,148,-1,2008,Kig,48,54,27,0,BCL064
16,25,25,0,1,144,3,2008,Kig,48,54,27,0,BCL065
18,26,26,0,1,148,-1,2008,Kig,48,54,27,0,BCL067
25,35,35,0,1,157,-10,2008,Kig,48,54,27,0,BCL071
26,27,27,0,1,149,-2,2008,Kig,48,54,27,0,BCL074
1,24,24,0,1,147,0,2008,Kig,48,54,27,0,JKL011
3,27,27,0,1,144,3,2008,Kig,48,54,27,0,JKL015
4,30,30,0,1,148,-1,2008,Kig,48,54,27,0,JKL018
4,23,23,0,1,142,5,2008,Kig,48,54,27,0,JKL020
5,30,30,0,1,149,-2,2008,Kig,48,54,27,0,JKL024
5,28,28,0,1,149,-2,2008,Kig,48,54,27,0,JKL025
7,26,26,0,1,152,-5,2008,Kig,48,54,27,0,JKL033
7,25,25,0,1,150,-3,2008,Kig,48,54,27,0,JKL034
9,30,30,0,1,153,-6,2008,Kig,48,54,27,0,JKL040
9,31,31,0,1,150,-3,2008,Kig,48,54,27,0,JKL041
9,30,30,0,1,153,-6,2008,Kig,48,54,27,0,JKL042
11,28,28,0,1,149,-2,2008,Kig,48,54,27,0,JKL043
10,30,30,0,1,151,-4,2008,Kig,48,54,27,0,JKL044
11,31,31,0,1,149,-2,2008,Kig,48,54,27,0,JKL046
11,24,24,0,1,149,-2,2008,Kig,48,54,27,0,JKL047
12,29,29,0,1,149,-2,2008,Kig,48,54,27,0,JKL049
13,19,19,0,1,141,6,2008,Kig,48,54,27,0,JKL050
15,28,28,0,1,150,-3,2008,Kig,48,54,27,0,JKL052
15,29,29,0,1,150,-3,2008,Kig,48,54,27,0,JKL053
16,25,25,0,1,144,3,2008,Kig,48,54,27,0,JKL057
16,28,28,0,1,147,0,2008,Kig,48,54,27,0,JKL059
16,28,28,0,1,151,-4,2008,Kig,48,54,27,0,JKL060
16,32,32,0,1,151,-4,2008,Kig,48,54,27,0,JKL062
24,31,31,0,1,155,-8,2008,Kig,48,54,27,0,JKL063
29,31,31,0,1,154,-7,2008,Kig,48,54,27,0,JKL065
30,32,32,0,1,154,-7,2008,Kig,48,54,27,0,JKL066
11,33,33,0,1,156,-9,2008,Kig,48,54,27,0,PLF004
16,24,24,0,1,145,2,2008,Kig,48,54,27,0,PLF024
18,25,25,0,1,147,0,2008,Kig,48,54,27,0,PLF101
20,26,26,0,1,148,-1,2008,Kig,48,54,27,0,PLF102
1,25,25,0,1,145,2,2008,Kig,48,54,27,0,SMO012
3,24,24,0,1,147,0,2008,Kig,48,54,27,0,SMO018
3,28,28,0,1,149,-2,2008,Kig,48,54,27,0,SMO020
5,28,28,0,1,150,-3,2008,Kig,48,54,27,0,SMO026
5,23,23,0,1,148,-1,2008,Kig,48,54,27,0,SMO028
5,27,27,0,1,151,-4,2008,Kig,48,54,27,0,SMO029
6,28,28,0,1,152,-5,2008,Kig,48,54,27,0,SMO031
6,28,28,0,1,151,-4,2008,Kig,48,54,27,0,SMO032
9,27,27,0,1,151,-4,2008,Kig,48,54,27,0,SMO038
8,25,25,0,1,147,0,2008,Kig,48,54,27,0,SMO041
10,30,30,0,1,153,-6,2008,Kig,48,54,27,0,SMO049
10,27,27,0,1,149,-2,2008,Kig,48,54,27,0,SMO050
11,31,31,0,1,154,-7,2008,Kig,48,54,27,0,SMO051
11,26,26,0,1,149,-2,2008,Kig,48,54,27,0,SMO052
11,29,29,0,1,150,-3,2008,Kig,48,54,27,0,SMO053
12,25,25,0,1,149,-2,2008,Kig,48,54,27,0,SMO055
12,27,27,0,1,149,-2,2008,Kig,48,54,27,0,SMO056
14,29,29,0,1,153,-6,2008,Kig,48,54,27,0,SMO059
15,32,32,0,1,154,-7,2008,Kig,48,54,27,0,SMO065
16,28,28,0,1,150,-3,2008,Kig,48,54,27,0,SMO069
16,30,30,0,1,154,-7,2008,Kig,48,54,27,0,SMO070
18,29,29,0,1,150,-3,2008,Kig,48,54,27,0,SMO071
6,6,25,1,1,147,0,2008,Kig,48,54,27,0,BCL038
6,6,18,1,1,152,-5,2008,Kig,48,54,27,0,BCL039
7,7,18,1,1,145,2,2008,Kig,48,54,27,0,BCL044
8,8,18,1,1,148,-1,2008,Kig,48,54,27,0,BCL049
15,26,29,1,1,152,-5,2008,Kig,48,54,27,0,BCL061
18,18,25,1,1,152,-5,2008,Kig,48,54,27,0,BCL069
5,5,12,1,1,149,-2,2008,Kig,48,54,27,0,JKL022
6,6,18,1,1,147,0,2008,Kig,48,54,27,0,JKL027
6,6,18,1,1,144,3,2008,Kig,48,54,27,0,JKL029
7,7,18,1,1,151,-4,2008,Kig,48,54,27,0,JKL032
15,19,26,1,1,152,-5,2008,Kig,48,54,27,0,JKL051
15,24,26,1,1,148,-1,2008,Kig,48,54,27,0,JKL054
22,26,32,1,1,162,-15,2008,Kig,48,54,27,0,JKL064
12,25,32,1,1,158,-11,2008,Kig,48,54,27,0,PLF010
4,4,16,1,1,149,-2,2008,Kig,48,54,27,0,SMO021
4,20,25,1,1,149,-2,2008,Kig,48,54,27,0,SMO023
6,6,18,1,1,151,-4,2008,Kig,48,54,27,0,SMO033
7,7,18,1,1,149,-2,2008,Kig,48,54,27,0,SMO034
7,7,18,1,1,152,-5,2008,Kig,48,54,27,0,SMO035
7,9,18,1,1,152,-5,2008,Kig,48,54,27,0,SMO036
8,8,18,1,1,152,-5,2008,Kig,48,54,27,0,SMO039
8,8,23,1,1,153,-6,2008,Kig,48,54,27,0,SMO040
8,18,23,1,1,144,3,2008,Kig,48,54,27,0,SMO042
8,8,18,1,1,145,2,2008,Kig,48,54,27,0,SMO043
8,8,18,1,1,152,-5,2008,Kig,48,54,27,0,SMO044
8,8,18,1,1,153,-6,2008,Kig,48,54,27,0,SMO045
9,18,23,1,1,146,1,2008,Kig,48,54,27,0,SMO048
14,26,29,1,1,153,-6,2008,Kig,48,54,27,0,SMO060
15,15,19,1,1,159,-12,2008,Kig,48,54,27,0,SMO063
15,19,26,1,1,154,-7,2008,Kig,48,54,27,0,SMO064
15,26,28,1,1,152,-5,2008,Kig,48,54,27,0,SMO068
19,25,32,1,1,165,-18,2008,Kig,48,54,27,0,SMO073
20,20,26,1,1,166,-19,2008,Kig,48,54,27,0,SMO076
11,31,31,0,1,157,-10,2008,Kig,48,54,27,0,BCL053
17,34,34,0,1,163,-16,2008,Kig,48,54,27,0,BCL066
18,30,30,0,1,157,-10,2008,Kig,48,54,27,0,BCL068
23,34,34,0,1,159,-12,2008,Kig,48,54,27,0,BCL070
25,35,35,0,1,160,-13,2008,Kig,48,54,27,0,BCL072
26,32,32,0,1,163,-16,2008,Kig,48,54,27,0,BCL073
16,34,34,0,1,160,-13,2008,Kig,48,54,27,0,JKL055
16,32,32,0,1,154,-7,2008,Kig,48,54,27,0,JKL056
16,35,35,0,1,160,-13,2008,Kig,48,54,27,0,JKL058
16,32,32,0,1,151,-4,2008,Kig,48,54,27,0,JKL061
15,32,32,0,1,157,-10,2008,Kig,48,54,27,0,SMO067
19,33,33,0,1,159,-12,2008,Kig,48,54,27,0,SMO072
19,33,33,0,1,161,-14,2008,Kig,48,54,27,0,SMO074
6,31,31,0,1,147,-3,2009,Kig,59,52,27,0,J00047
6,29,29,0,1,148,-4,2009,Kig,59,52,27,0,J00054
11,30,30,0,1,149,-5,2009,Kig,59,52,27,0,J00101
15,29,29,0,1,148,-4,2009,Kig,59,52,27,0,J00106
15,31,31,0,1,150,-6,2009,Kig,59,52,27,0,J00113
15,33,33,0,1,153,-9,2009,Kig,59,52,27,0,J00114
17,31,31,0,1,150,-6,2009,Kig,59,52,27,0,J00118
17,23,23,0,1,142,2,2009,Kig,59,52,27,0,J00120
19,32,32,0,1,151,-7,2009,Kig,59,52,27,0,J00121
15,32,32,0,1,151,-7,2009,Kig,59,52,27,0,J00122
5,31,31,0,1,147,-3,2009,Kig,59,52,27,0,M00020
6,28,28,0,1,148,-4,2009,Kig,59,52,27,0,M00024
6,29,29,0,1,148,-4,2009,Kig,59,52,27,0,M00025
7,28,28,0,1,149,-5,2009,Kig,59,52,27,0,M00028
11,30,30,0,1,149,-5,2009,Kig,59,52,27,0,M00031
15,33,33,0,1,152,-8,2009,Kig,59,52,27,0,M00039
15,31,31,0,1,150,-6,2009,Kig,59,52,27,0,M00041
17,34,34,0,1,152,-8,2009,Kig,59,52,27,0,M00043
18,31,31,0,1,150,-6,2009,Kig,59,52,27,0,M00050
18,26,26,0,1,146,-2,2009,Kig,59,52,27,0,M00053
5,31,31,0,1,147,-3,2009,Kig,59,52,27,0,N00024
7,31,31,0,1,149,-5,2009,Kig,59,52,27,0,N00036
7,27,27,0,1,148,-4,2009,Kig,59,52,27,0,N00042
9,27,27,0,1,150,-6,2009,Kig,59,52,27,0,N00055
9,28,28,0,1,150,-6,2009,Kig,59,52,27,0,N00069
11,36,36,0,1,153,-9,2009,Kig,59,52,27,0,N00077
11,30,30,0,1,152,-8,2009,Kig,59,52,27,0,N00079
11,27,27,0,1,149,-5,2009,Kig,59,52,27,0,N00082
15,37,37,0,1,157,-13,2009,Kig,59,52,27,0,N00092
15,30,30,0,1,149,-5,2009,Kig,59,52,27,0,N00094
15,32,32,0,1,151,-7,2009,Kig,59,52,27,0,N00095
15,32,32,0,1,151,-7,2009,Kig,59,52,27,0,N00096
17,37,37,0,1,156,-12,2009,Kig,59,52,27,0,N00101
17,36,36,0,1,155,-11,2009,Kig,59,52,27,0,N00103
17,28,28,0,1,147,-3,2009,Kig,59,52,27,0,N00104
23,28,28,0,1,147,-3,2009,Kig,59,52,27,0,N00108
5,27,27,0,1,146,-2,2009,Kig,59,52,27,0,R00054
5,28,28,0,1,146,-2,2009,Kig,59,52,27,0,R00055
5,28,28,0,1,146,-2,2009,Kig,59,52,27,0,R00063
15,31,31,0,1,150,-6,2009,Kig,59,52,27,0,R00070
7,30,30,0,1,148,-4,2009,Kig,59,52,27,0,R00078
7,28,28,0,1,148,-4,2009,Kig,59,52,27,0,R00083
7,28,28,0,1,148,-4,2009,Kig,59,52,27,0,R00085
11,29,29,0,1,146,-2,2009,Kig,59,52,27,0,R00102
11,29,29,0,1,152,-8,2009,Kig,59,52,27,0,R00103
11,28,28,0,1,149,-5,2009,Kig,59,52,27,0,R00111
15,31,31,0,1,150,-6,2009,Kig,59,52,27,0,R00125
15,22,22,0,1,144,0,2009,Kig,59,52,27,0,R00129
18,27,27,0,1,146,-2,2009,Kig,59,52,27,0,R00134
19,30,30,0,1,149,-5,2009,Kig,59,52,27,0,R00135
21,34,34,0,1,153,-9,2009,Kig,59,52,27,0,R00137
15,28,28,0,1,147,-3,2009,Kig,59,52,27,0,S00008
15,30,30,0,1,153,-9,2009,Kig,59,52,27,0,S00009
15,30,30,0,1,149,-5,2009,Kig,59,52,27,0,S00010
15,28,28,0,1,147,-3,2009,Kig,59,52,27,0,S00012
15,30,30,0,1,149,-5,2009,Kig,59,52,27,0,S00014
15,34,34,0,1,153,-9,2009,Kig,59,52,27,0,S00015
15,31,31,0,1,150,-6,2009,Kig,59,52,27,0,S00016
6,29,29,0,1,148,-4,2009,Kig,59,52,27,0,T00053
11,27,27,0,1,143,1,2009,Kig,59,52,27,0,T00072
15,28,28,0,1,147,-3,2009,Kig,59,52,27,0,T00088
16,34,34,0,1,153,-9,2009,Kig,59,52,27,0,T00091
17,30,30,0,1,149,-5,2009,Kig,59,52,27,0,T00092
17,30,30,0,1,149,-5,2009,Kig,59,52,27,0,T00093
25,28,28,0,1,147,-3,2009,Kig,59,52,27,0,T00095
26,30,30,0,1,149,-5,2009,Kig,59,52,27,0,T00096
5,5,15,1,1,147,-3,2009,Kig,59,52,27,0,J00038
6,6,15,1,1,148,-4,2009,Kig,59,52,27,0,J00051
7,7,21,1,1,148,-4,2009,Kig,59,52,27,0,J00072
9,9,24,1,1,151,-7,2009,Kig,59,52,27,0,J00080
11,11,27,1,1,149,-5,2009,Kig,59,52,27,0,J00099
15,15,22,1,1,156,-12,2009,Kig,59,52,27,0,J00109
15,15,31,1,1,150,-6,2009,Kig,59,52,27,0,J00110
16,16,26,1,1,148,-4,2009,Kig,59,52,27,0,J00117
4,23,26,1,1,146,-2,2009,Kig,59,52,27,0,M00005
16,16,29,1,1,157,-13,2009,Kig,59,52,27,0,M00042
15,15,28,1,1,148,-4,2009,Kig,59,52,27,0,N00091
17,28,30,1,1,149,-5,2009,Kig,59,52,27,0,N00102
5,5,15,1,1,146,-2,2009,Kig,59,52,27,0,R00057
5,5,15,1,1,146,-2,2009,Kig,59,52,27,0,R00058
11,11,21,1,1,143,1,2009,Kig,59,52,27,0,R00115
15,15,32,1,1,153,-9,2009,Kig,59,52,27,0,S00007
15,25,28,1,1,147,-3,2009,Kig,59,52,27,0,S00011
21,21,26,1,1,151,-7,2009,Kig,59,52,27,0,S00017
6,15,28,1,1,148,-4,2009,Kig,59,52,27,0,T00047
6,6,15,1,1,148,-4,2009,Kig,59,52,27,0,T00049
11,11,20,1,1,145,-1,2009,Kig,59,52,27,0,T00085
18,18,31,1,1,150,-6,2009,Kig,59,52,27,0,T00094
11,35,35,0,1,153,-9,2009,Kig,59,52,27,0,J00102
15,37,37,0,1,157,-13,2009,Kig,59,52,27,0,N00093
18,37,37,0,1,159,-15,2009,Kig,59,52,27,0,N00106
16,34,34,0,1,157,-13,2009,Kig,59,52,27,0,R00131
20,37,37,0,1,158,-14,2009,Kig,59,52,27,0,R00136
5,23,23,0,1,145,2,2010,Kig,67,44,29,0,A00028
7,29,29,0,1,151,-4,2010,Kig,67,44,29,0,A00035
8,20,20,0,1,146,1,2010,Kig,67,44,29,0,A00044
8,22,22,0,1,149,-2,2010,Kig,67,44,29,0,A00048
9,28,28,0,1,150,-3,2010,Kig,67,44,29,0,A00054
9,28,28,0,1,150,-3,2010,Kig,67,44,29,0,A00056
9,25,25,0,1,147,0,2010,Kig,67,44,29,0,A00070
9,24,24,0,1,146,1,2010,Kig,67,44,29,0,A00076
10,23,23,0,1,145,2,2010,Kig,67,44,29,0,A00081
10,29,29,0,1,151,-4,2010,Kig,67,44,29,0,A00082
10,26,26,0,1,148,-1,2010,Kig,67,44,29,0,A00083
