FirstFound,LastPresent,LastChecked,Fate,Freq,Init,NestAge,Year,Site,Win_Hi,Win_Lo,Spr_Hi,Spr_Lo,Nest
10,29,29,0,1,151,-4,2010,Kig,67,44,29,0,A00088
13,35,35,0,1,157,-10,2010,Kig,67,44,29,0,A00105
14,20,20,0,1,142,5,2010,Kig,67,44,29,0,A00109
7,28,28,0,1,152,-5,2010,Kig,67,44,29,0,M00040
7,29,29,0,1,152,-5,2010,Kig,67,44,29,0,M00041
9,29,29,0,1,151,-4,2010,Kig,67,44,29,0,M00065
9,30,30,0,1,154,-7,2010,Kig,67,44,29,0,M00072
9,28,28,0,1,151,-4,2010,Kig,67,44,29,0,M00074
10,22,22,0,1,144,3,2010,Kig,67,44,29,0,M00080
10,33,33,0,1,154,-7,2010,Kig,67,44,29,0,M00082
10,28,28,0,1,150,-3,2010,Kig,67,44,29,0,M00083
10,25,25,0,1,147,0,2010,Kig,67,44,29,0,M00086
16,30,30,0,1,152,-5,2010,Kig,67,44,29,0,M00090
23,24,24,0,1,146,1,2010,Kig,67,44,29,0,M00093
27,30,30,0,1,152,-5,2010,Kig,67,44,29,0,M00095
7,31,31,0,1,151,-4,2010,Kig,67,44,29,0,MW0082
8,29,29,0,1,151,-4,2010,Kig,67,44,29,0,MW0108
9,24,24,0,1,146,1,2010,Kig,67,44,29,0,MW0118
9,31,31,0,1,153,-6,2010,Kig,67,44,29,0,MW0120
9,28,28,0,1,150,-3,2010,Kig,67,44,29,0,MW0121
9,27,27,0,1,152,-5,2010,Kig,67,44,29,0,MW0123
10,30,30,0,1,151,-4,2010,Kig,67,44,29,0,MW0127
11,34,34,0,1,156,-9,2010,Kig,67,44,29,0,MW0140
11,30,30,0,1,152,-5,2010,Kig,67,44,29,0,MW0144
12,31,31,0,1,155,-8,2010,Kig,67,44,29,0,MW0146
5,28,28,0,1,150,-3,2010,Kig,67,44,29,0,N00049
8,31,31,0,1,153,-6,2010,Kig,67,44,29,0,N00060
8,31,31,0,1,153,-6,2010,Kig,67,44,29,0,N00069
8,31,31,0,1,153,-6,2010,Kig,67,44,29,0,N00083
9,32,32,0,1,154,-7,2010,Kig,67,44,29,0,N00085
9,28,28,0,1,150,-3,2010,Kig,67,44,29,0,N00088
9,28,28,0,1,150,-3,2010,Kig,67,44,29,0,N00091
9,31,31,0,1,153,-6,2010,Kig,67,44,29,0,N00092
9,32,32,0,1,154,-7,2010,Kig,67,44,29,0,N00094
10,26,26,0,1,148,-1,2010,Kig,67,44,29,0,N00095
10,29,29,0,1,151,-4,2010,Kig,67,44,29,0,N00096
10,26,26,0,1,148,-1,2010,Kig,67,44,29,0,N00101
11,27,27,0,1,149,-2,2010,Kig,67,44,29,0,N00113
11,26,26,0,1,148,-1,2010,Kig,67,44,29,0,N00114
13,26,26,0,1,148,-1,2010,Kig,67,44,29,0,N00116
15,31,31,0,1,153,-6,2010,Kig,67,44,29,0,N00121
15,34,34,0,1,156,-9,2010,Kig,67,44,29,0,N00122
17,30,30,0,1,152,-5,2010,Kig,67,44,29,0,N00123
22,33,33,0,1,155,-8,2010,Kig,67,44,29,0,N00131
22,29,29,0,1,151,-4,2010,Kig,67,44,29,0,N00132
13,28,28,0,1,150,-3,2010,Kig,67,44,29,0,R00002
3,27,27,0,1,148,-1,2010,Kig,67,44,29,0,R00005
3,26,26,0,1,148,-1,2010,Kig,67,44,29,0,R00007
5,28,28,0,1,149,-2,2010,Kig,67,44,29,0,R00013
5,26,26,0,1,149,-2,2010,Kig,67,44,29,0,R00020
7,24,24,0,1,145,2,2010,Kig,67,44,29,0,R00025
7,29,29,0,1,151,-4,2010,Kig,67,44,29,0,R00028
8,30,30,0,1,152,-5,2010,Kig,67,44,29,0,R00042
8,27,27,0,1,149,-2,2010,Kig,67,44,29,0,R00044
8,27,27,0,1,149,-2,2010,Kig,67,44,29,0,R00045
8,28,28,0,1,152,-5,2010,Kig,67,44,29,0,R00047
8,24,24,0,1,146,1,2010,Kig,67,44,29,0,R00050
9,29,29,0,1,153,-6,2010,Kig,67,44,29,0,R00067
10,32,32,0,1,154,-7,2010,Kig,67,44,29,0,R00073
10,23,23,0,1,145,2,2010,Kig,67,44,29,0,R00075
12,26,26,0,1,148,-1,2010,Kig,67,44,29,0,R00078
12,33,33,0,1,153,-6,2010,Kig,67,44,29,0,R00079
17,30,30,0,1,152,-5,2010,Kig,67,44,29,0,R00087
23,29,29,0,1,151,-4,2010,Kig,67,44,29,0,R00090
8,8,15,1,1,153,-6,2010,Kig,67,44,29,0,A00050
16,16,27,1,1,151,-4,2010,Kig,67,44,29,0,H00003
9,26,28,1,1,147,0,2010,Kig,67,44,29,0,M00067
5,12,28,1,1,155,-8,2010,Kig,67,44,29,0,MW0081
8,23,25,1,1,151,-4,2010,Kig,67,44,29,0,MW0109
8,24,25,1,1,149,-2,2010,Kig,67,44,29,0,MW0112
9,9,21,1,1,154,-7,2010,Kig,67,44,29,0,MW0116
10,24,26,1,1,148,-1,2010,Kig,67,44,29,0,MW0126
12,12,28,1,1,151,-4,2010,Kig,67,44,29,0,MW0145
8,8,31,1,1,153,-6,2010,Kig,67,44,29,0,N00074
10,10,23,1,1,145,2,2010,Kig,67,44,29,0,N00100
12,12,33,1,1,156,-9,2010,Kig,67,44,29,0,N00115
5,20,23,1,1,146,1,2010,Kig,67,44,29,0,R00010
7,7,8,1,1,151,-4,2010,Kig,67,44,29,0,R00029
9,9,25,1,1,153,-6,2010,Kig,67,44,29,0,R00054
10,28,32,1,1,154,-7,2010,Kig,67,44,29,0,R00071
13,27,30,1,1,154,-7,2010,Kig,67,44,29,0,R00083
23,26,29,1,1,151,-4,2010,Kig,67,44,29,0,R00091
26,26,33,1,1,161,-14,2010,Kig,67,44,29,0,R00094
9,27,27,0,1,150,-3,2010,Kig,67,44,29,0,A00052
9,33,33,0,1,154,-7,2010,Kig,67,44,29,0,A00075
14,26,26,0,1,149,-2,2010,Kig,67,44,29,0,A00111
16,27,27,0,1,151,-4,2010,Kig,67,44,29,0,H00002
28,35,35,0,1,153,-6,2010,Kig,67,44,29,0,MW0148
23,33,33,0,1,162,-15,2010,Kig,67,44,29,0,N00150
20,27,27,0,1,147,0,2010,Kig,67,44,29,0,R00009
9,30,30,0,1,153,-6,2010,Kig,67,44,29,0,R00061
1,17,17,0,1,142,4,2011,Kig,52,60,21,3,C00001
1,18,18,0,1,141,5,2011,Kig,52,60,21,3,C00002
5,23,23,0,1,148,-2,2011,Kig,52,60,21,3,C00058
7,30,30,0,1,150,-4,2011,Kig,52,60,21,3,C00064
7,28,28,0,1,150,-4,2011,Kig,52,60,21,3,C00065
9,26,26,0,1,149,-3,2011,Kig,52,60,21,3,C00068
12,26,26,0,1,146,0,2011,Kig,52,60,21,3,C00070
13,26,26,0,1,147,-1,2011,Kig,52,60,21,3,C00073
14,27,27,0,1,148,-2,2011,Kig,52,60,21,3,C00074
14,36,36,0,1,157,-11,2011,Kig,52,60,21,3,C00075
15,28,28,0,1,149,-3,2011,Kig,52,60,21,3,C00076
19,37,37,0,1,159,-13,2011,Kig,52,60,21,3,C00079
19,28,28,0,1,146,0,2011,Kig,52,60,21,3,C00080
26,42,42,0,1,163,-17,2011,Kig,52,60,21,3,C00082
30,36,36,0,1,157,-11,2011,Kig,52,60,21,3,C00083
16,29,29,0,1,150,-4,2011,Kig,52,60,21,3,C00217
6,25,25,0,1,146,0,2011,Kig,52,60,21,3,M00028
7,25,25,0,1,150,-4,2011,Kig,52,60,21,3,M00034
16,28,28,0,1,149,-3,2011,Kig,52,60,21,3,M00036
16,19,19,0,1,140,6,2011,Kig,52,60,21,3,M00045
17,30,30,0,1,151,-5,2011,Kig,52,60,21,3,M00046
19,22,22,0,1,143,3,2011,Kig,52,60,21,3,M00048
5,27,27,0,1,148,-2,2011,Kig,52,60,21,3,MG0029
5,27,27,0,1,148,-2,2011,Kig,52,60,21,3,MG0030
5,30,30,0,1,147,-1,2011,Kig,52,60,21,3,MG0031
5,20,20,0,1,147,-1,2011,Kig,52,60,21,3,MG0032
7,22,22,0,1,149,-3,2011,Kig,52,60,21,3,MG0058
7,18,18,0,1,148,-2,2011,Kig,52,60,21,3,MG0059
8,23,23,0,1,148,-2,2011,Kig,52,60,21,3,MG0064
8,24,24,0,1,148,-2,2011,Kig,52,60,21,3,MG0065
9,31,31,0,1,152,-6,2011,Kig,52,60,21,3,MG0072
9,28,28,0,1,149,-3,2011,Kig,52,60,21,3,MG0073
9,33,33,0,1,152,-6,2011,Kig,52,60,21,3,MG0074
12,27,27,0,1,148,-2,2011,Kig,52,60,21,3,MG0078
12,27,27,0,1,148,-2,2011,Kig,52,60,21,3,MG0081
13,19,19,0,1,140,6,2011,Kig,52,60,21,3,MG0083
14,27,27,0,1,148,-2,2011,Kig,52,60,21,3,MG0084
15,26,26,0,1,147,-1,2011,Kig,52,60,21,3,MG0087
15,21,21,0,1,142,4,2011,Kig,52,60,21,3,MG0088
15,21,21,0,1,142,4,2011,Kig,52,60,21,3,MG0090
17,30,30,0,1,151,-5,2011,Kig,52,60,21,3,MG0091
5,28,28,0,1,147,-1,2011,Kig,52,60,21,3,N00022
5,25,25,0,1,146,0,2011,Kig,52,60,21,3,N00023
5,24,24,0,1,142,4,2011,Kig,52,60,21,3,N00024
5,27,27,0,1,148,-2,2011,Kig,52,60,21,3,N00025
5,21,21,0,1,142,4,2011,Kig,52,60,21,3,N00033
7,26,26,0,1,147,-1,2011,Kig,52,60,21,3,N00039
8,31,31,0,1,151,-5,2011,Kig,52,60,21,3,N00042
8,24,24,0,1,145,1,2011,Kig,52,60,21,3,N00047
8,26,26,0,1,145,1,2011,Kig,52,60,21,3,N00048
8,26,26,0,1,145,1,2011,Kig,52,60,21,3,N00050
8,29,29,0,1,148,-2,2011,Kig,52,60,21,3,N00051
9,30,30,0,1,151,-5,2011,Kig,52,60,21,3,N00052
9,20,20,0,1,146,0,2011,Kig,52,60,21,3,N00054
9,23,23,0,1,147,-1,2011,Kig,52,60,21,3,N00055
9,28,28,0,1,149,-3,2011,Kig,52,60,21,3,N00057
9,28,28,0,1,149,-3,2011,Kig,52,60,21,3,N00060
9,26,26,0,1,148,-2,2011,Kig,52,60,21,3,N00062
12,20,20,0,1,142,4,2011,Kig,52,60,21,3,N00066
12,23,23,0,1,152,-6,2011,Kig,52,60,21,3,N00067
12,26,26,0,1,146,0,2011,Kig,52,60,21,3,N00070
13,24,24,0,1,145,1,2011,Kig,52,60,21,3,N00075
13,32,32,0,1,153,-7,2011,Kig,52,60,21,3,N00076
13,28,28,0,1,149,-3,2011,Kig,52,60,21,3,N00077
15,30,30,0,1,151,-5,2011,Kig,52,60,21,3,N00079
15,28,28,0,1,149,-3,2011,Kig,52,60,21,3,N00080
15,37,37,0,1,158,-12,2011,Kig,52,60,21,3,N00081
16,40,40,0,1,161,-15,2011,Kig,52,60,21,3,N00082
16,38,38,0,1,159,-13,2011,Kig,52,60,21,3,N00083
16,32,32,0,1,153,-7,2011,Kig,52,60,21,3,N00084
20,33,33,0,1,154,-8,2011,Kig,52,60,21,3,N00086
21,28,28,0,1,149,-3,2011,Kig,52,60,21,3,N00087
24,33,33,0,1,154,-8,2011,Kig,52,60,21,3,N00088
26,30,30,0,1,151,-5,2011,Kig,52,60,21,3,N00089
9,9,20,1,1,152,-6,2011,Kig,52,60,21,3,C00067
1,1,16,1,1,144,2,2011,Kig,52,60,21,3,M00002
5,5,14,1,1,148,-2,2011,Kig,52,60,21,3,M00020
5,5,14,1,1,148,-2,2011,Kig,52,60,21,3,M00021
5,5,14,1,1,148,-2,2011,Kig,52,60,21,3,M00022
5,5,14,1,1,148,-2,2011,Kig,52,60,21,3,M00023
5,5,14,1,1,148,-2,2011,Kig,52,60,21,3,M00024
6,6,15,1,1,149,-3,2011,Kig,52,60,21,3,M00027
7,7,12,1,1,150,-4,2011,Kig,52,60,21,3,M00029
7,20,23,1,1,144,2,2011,Kig,52,60,21,3,M00030
9,16,24,1,1,149,-3,2011,Kig,52,60,21,3,M00038
9,9,16,1,1,143,3,2011,Kig,52,60,21,3,M00039
12,12,30,1,1,155,-9,2011,Kig,52,60,21,3,M00041
15,15,35,1,1,158,-12,2011,Kig,52,60,21,3,M00043
16,16,27,1,1,150,-4,2011,Kig,52,60,21,3,M00044
17,17,35,1,1,157,-11,2011,Kig,52,60,21,3,M00047
5,5,14,1,1,148,-2,2011,Kig,52,60,21,3,MG0028
8,28,29,1,1,151,-5,2011,Kig,52,60,21,3,MG0063
14,27,30,1,1,152,-6,2011,Kig,52,60,21,3,MG0085
5,5,20,1,1,145,1,2011,Kig,52,60,21,3,N00028
5,5,16,1,1,148,-2,2011,Kig,52,60,21,3,N00029
5,15,24,1,1,149,-3,2011,Kig,52,60,21,3,N00032
8,8,16,1,1,152,-6,2011,Kig,52,60,21,3,N00043
12,17,26,1,1,151,-5,2011,Kig,52,60,21,3,N00069
12,12,16,1,1,152,-6,2011,Kig,52,60,21,3,N00072
15,22,26,1,1,147,-1,2011,Kig,52,60,21,3,N00078
17,17,34,1,1,159,-13,2011,Kig,52,60,21,3,N00085
29,29,30,1,1,154,-8,2011,Kig,52,60,21,3,N00091
12,31,31,0,1,146,0,2011,Kig,52,60,21,3,MG0080
15,34,34,0,1,158,-12,2011,Kig,52,60,21,3,MG0086
15,34,34,0,1,155,-9,2011,Kig,52,60,21,3,MG0089
7,19,19,0,1,147,-1,2011,Kig,52,60,21,3,N00036
8,24,24,0,1,148,-2,2011,Kig,52,60,21,3,N00049
12,30,30,0,1,154,-8,2011,Kig,52,60,21,3,N00073
6,23,23,0,1,157,-1,2012,Kig,54,46,24,0,C00011
7,27,27,0,1,160,-4,2012,Kig,54,46,24,0,C00012
8,30,30,0,1,161,-5,2012,Kig,54,46,24,0,C00013
8,24,24,0,1,155,1,2012,Kig,54,46,24,0,C00014
8,23,23,0,1,155,1,2012,Kig,54,46,24,0,C00015
10,23,23,0,1,155,1,2012,Kig,54,46,24,0,C00025
10,22,22,0,1,159,-3,2012,Kig,54,46,24,0,C00026
11,24,24,0,1,160,-4,2012,Kig,54,46,24,0,C00033
11,32,32,0,1,164,-8,2012,Kig,54,46,24,0,C00036
11,19,19,0,1,148,8,2012,Kig,54,46,24,0,C00037
12,26,26,0,1,157,-1,2012,Kig,54,46,24,0,C00040
15,32,32,0,1,159,-3,2012,Kig,54,46,24,0,C00041
15,32,32,0,1,168,-12,2012,Kig,54,46,24,0,C00042
22,28,28,0,1,159,-3,2012,Kig,54,46,24,0,C00053
3,30,30,0,1,156,0,2012,Kig,54,46,24,0,M00002
11,26,26,0,1,157,-1,2012,Kig,54,46,24,0,M00018
12,27,27,0,1,163,-7,2012,Kig,54,46,24,0,M00019
12,27,27,0,1,158,-2,2012,Kig,54,46,24,0,M00021
13,27,27,0,1,158,-2,2012,Kig,54,46,24,0,M00024
13,26,26,0,1,157,-1,2012,Kig,54,46,24,0,M00025
3,26,26,0,1,157,-1,2012,Kig,54,46,24,0,M00026
13,27,27,0,1,158,-2,2012,Kig,54,46,24,0,M00027
19,41,41,0,1,172,-16,2012,Kig,54,46,24,0,M00029
25,27,27,0,1,158,-2,2012,Kig,54,46,24,0,M00031
23,36,36,0,1,167,-11,2012,Kig,54,46,24,0,M00050
7,29,29,0,1,161,-5,2012,Kig,54,46,24,0,N00007
7,30,30,0,1,161,-5,2012,Kig,54,46,24,0,N00014
7,28,28,0,1,158,-2,2012,Kig,54,46,24,0,N00015
7,23,23,0,1,154,2,2012,Kig,54,46,24,0,N00016
7,27,27,0,1,159,-3,2012,Kig,54,46,24,0,N00017
8,25,25,0,1,159,-3,2012,Kig,54,46,24,0,N00020
8,27,27,0,1,158,-2,2012,Kig,54,46,24,0,N00023
8,28,28,0,1,159,-3,2012,Kig,54,46,24,0,N00024
9,28,28,0,1,163,-7,2012,Kig,54,46,24,0,N00025
9,32,32,0,1,163,-7,2012,Kig,54,46,24,0,N00030
9,28,28,0,1,163,-7,2012,Kig,54,46,24,0,N00031
9,30,30,0,1,162,-6,2012,Kig,54,46,24,0,N00033
9,31,31,0,1,162,-6,2012,Kig,54,46,24,0,N00034
10,30,30,0,1,161,-5,2012,Kig,54,46,24,0,N00035
10,28,28,0,1,163,-7,2012,Kig,54,46,24,0,N00037
10,28,28,0,1,160,-4,2012,Kig,54,46,24,0,N00038
13,28,28,0,1,159,-3,2012,Kig,54,46,24,0,N00044
13,29,29,0,1,160,-4,2012,Kig,54,46,24,0,N00045
13,29,29,0,1,162,-6,2012,Kig,54,46,24,0,N00046
13,28,28,0,1,160,-4,2012,Kig,54,46,24,0,N00048
13,31,31,0,1,162,-6,2012,Kig,54,46,24,0,N00049
16,28,28,0,1,159,-3,2012,Kig,54,46,24,0,N00050
17,30,30,0,1,161,-5,2012,Kig,54,46,24,0,N00051
17,23,23,0,1,154,2,2012,Kig,54,46,24,0,N00052
17,36,36,0,1,167,-11,2012,Kig,54,46,24,0,N00053
17,32,32,0,1,163,-7,2012,Kig,54,46,24,0,N00054
18,27,27,0,1,158,-2,2012,Kig,54,46,24,0,N00055
18,27,27,0,1,158,-2,2012,Kig,54,46,24,0,N00057
27,42,42,0,1,173,-17,2012,Kig,54,46,24,0,N00062
28,30,30,0,1,161,-5,2012,Kig,54,46,24,0,N00064
28,34,34,0,1,165,-9,2012,Kig,54,46,24,0,N00065
2,26,26,0,1,156,0,2012,Kig,54,46,24,0,SBS004
7,23,23,0,1,153,3,2012,Kig,54,46,24,0,SBS007
7,31,31,0,1,161,-5,2012,Kig,54,46,24,0,SBS009
7,29,29,0,1,161,-5,2012,Kig,54,46,24,0,SBS010
8,31,31,0,1,162,-6,2012,Kig,54,46,24,0,SBS011
8,32,32,0,1,162,-6,2012,Kig,54,46,24,0,SBS015
8,30,30,0,1,162,-6,2012,Kig,54,46,24,0,SBS016
9,33,33,0,1,163,-7,2012,Kig,54,46,24,0,SBS020
9,33,33,0,1,163,-7,2012,Kig,54,46,24,0,SBS021
9,33,33,0,1,163,-7,2012,Kig,54,46,24,0,SBS023
9,34,34,0,1,163,-7,2012,Kig,54,46,24,0,SBS025
9,29,29,0,1,161,-5,2012,Kig,54,46,24,0,SBS026
9,31,31,0,1,162,-6,2012,Kig,54,46,24,0,SBS029
10,23,23,0,1,156,0,2012,Kig,54,46,24,0,SBS031
11,38,38,0,1,165,-9,2012,Kig,54,46,24,0,SBS036
11,29,29,0,1,162,-6,2012,Kig,54,46,24,0,SBS037
11,34,34,0,1,165,-9,2012,Kig,54,46,24,0,SBS038
11,31,31,0,1,162,-6,2012,Kig,54,46,24,0,SBS041
12,37,37,0,1,166,-10,2012,Kig,54,46,24,0,SBS044
12,26,26,0,1,156,0,2012,Kig,54,46,24,0,SBS045
13,26,26,0,1,157,-1,2012,Kig,54,46,24,0,SBS048
13,27,27,0,1,158,-2,2012,Kig,54,46,24,0,SBS050
13,31,31,0,1,162,-6,2012,Kig,54,46,24,0,SBS052
18,35,35,0,1,166,-10,2012,Kig,54,46,24,0,SBS061
19,24,24,0,1,155,1,2012,Kig,54,46,24,0,SBS062
19,21,21,0,1,152,4,2012,Kig,54,46,24,0,SBS064
23,29,29,0,1,160,-4,2012,Kig,54,46,24,0,SBS065
1,24,27,1,1,154,2,2012,Kig,54,46,24,0,C00003
2,2,8,1,1,153,3,2012,Kig,54,46,24,0,C00007
4,4,15,1,1,158,-2,2012,Kig,54,46,24,0,C00008
9,18,20,1,1,154,2,2012,Kig,54,46,24,0,C00019
15,15,30,1,1,161,-5,2012,Kig,54,46,24,0,C00045
17,34,36,1,1,167,-11,2012,Kig,54,46,24,0,C00046
17,17,34,1,1,168,-12,2012,Kig,54,46,24,0,C00048
9,9,15,1,1,162,-6,2012,Kig,54,46,24,0,M00014
10,10,24,1,1,158,-2,2012,Kig,54,46,24,0,M00015
13,13,24,1,1,167,-11,2012,Kig,54,46,24,0,M00023
6,18,25,1,1,160,-4,2012,Kig,54,46,24,0,N00003
6,6,18,1,1,156,0,2012,Kig,54,46,24,0,NG0007
9,19,32,1,1,163,-7,2012,Kig,54,46,24,0,N00026
10,17,25,1,1,162,-6,2012,Kig,54,46,24,0,N00039
13,13,19,1,1,159,-3,2012,Kig,54,46,24,0,N00043
13,19,34,1,1,168,-12,2012,Kig,54,46,24,0,N00047
18,18,32,1,1,165,-9,2012,Kig,54,46,24,0,N00056
19,19,34,1,1,169,-13,2012,Kig,54,46,24,0,N00058
27,27,34,1,1,165,-9,2012,Kig,54,46,24,0,N00059
27,27,38,1,1,174,-18,2012,Kig,54,46,24,0,N00061
1,2,12,1,1,156,0,2012,Kig,54,46,24,0,SBS001
9,30,34,1,1,163,-7,2012,Kig,54,46,24,0,SBS018
10,18,32,1,1,164,-8,2012,Kig,54,46,24,0,SBS032
16,16,28,1,1,162,-6,2012,Kig,54,46,24,0,SBS056
1,19,19,0,1,154,2,2012,Kig,54,46,24,0,C00004
11,48,48,0,1,159,-3,2012,Kig,54,46,24,0,C00038
7,16,16,0,1,158,-2,2012,Kig,54,46,24,0,N00018
1,15,15,0,1,154,10,2013,Kig,63,46,22,0,JR0001
2,9,9,0,1,148,16,2013,Kig,63,46,22,0,JR0008
6,17,17,0,1,156,8,2013,Kig,63,46,22,0,JR0015
7,14,14,0,1,153,11,2013,Kig,63,46,22,0,JR0030
1,19,19,0,1,158,6,2013,Kig,63,46,22,0,KP0001
2,12,12,0,1,151,13,2013,Kig,63,46,22,0,KP0005
2,16,16,0,1,155,9,2013,Kig,63,46,22,0,KP0007
6,16,16,0,1,151,13,2013,Kig,63,46,22,0,KP0019
6,16,16,0,1,158,6,2013,Kig,63,46,22,0,KP0021
13,16,16,0,1,155,9,2013,Kig,63,46,22,0,KP0037
2,14,14,0,1,152,12,2013,Kig,63,46,22,0,MG0007
5,20,20,0,1,159,5,2013,Kig,63,46,22,0,MG0017
5,20,20,0,1,159,5,2013,Kig,63,46,22,0,MG0020
6,17,17,0,1,156,8,2013,Kig,63,46,22,0,MG0024
7,12,12,0,1,151,13,2013,Kig,63,46,22,0,MG0030
7,18,18,0,1,151,13,2013,Kig,63,46,22,0,MG0031
8,16,16,0,1,154,10,2013,Kig,63,46,22,0,MG0036
13,20,20,0,1,155,9,2013,Kig,63,46,22,0,MG0042
14,16,16,0,1,154,10,2013,Kig,63,46,22,0,MG0046
1,14,14,0,1,153,11,2013,Kig,63,46,22,0,TH0002
5,16,16,0,1,157,7,2013,Kig,63,46,22,0,TH0010
6,15,15,0,1,154,10,2013,Kig,63,46,22,0,TH0017
6,14,14,0,1,151,13,2013,Kig,63,46,22,0,TH0018
6,16,16,0,1,159,5,2013,Kig,63,46,22,0,TH0019
6,20,20,0,1,159,5,2013,Kig,63,46,22,0,TH0020
7,12,12,0,1,153,11,2013,Kig,63,46,22,0,TH0025
9,13,13,0,1,152,12,2013,Kig,63,46,22,0,TH0036
9,12,12,0,1,151,13,2013,Kig,63,46,22,0,TH0040
14,18,18,0,1,157,7,2013,Kig,63,46,22,0,TH0042
2,2,15,1,1,159,5,2013,Kig,63,46,22,0,JR0009
2,2,6,1,1,158,6,2013,Kig,63,46,22,0,JR0011
1,1,12,1,1,163,1,2013,Kig,63,46,22,0,KP0004
2,13,15,1,1,155,9,2013,Kig,63,46,22,0,KP0010
5,12,14,1,1,153,11,2013,Kig,63,46,22,0,KP0014
7,7,15,1,1,156,8,2013,Kig,63,46,22,0,KP0024
7,12,15,1,1,152,12,2013,Kig,63,46,22,0,KP0030
7,7,15,1,1,155,9,2013,Kig,63,46,22,0,MG0034
6,15,20,1,1,160,4,2013,Kig,63,46,22,0,TH0015
7,7,15,1,1,159,5,2013,Kig,63,46,22,0,TH0023
7,7,11,1,1,152,12,2013,Kig,63,46,22,0,TH0027
8,8,16,1,1,167,-3,2013,Kig,63,46,22,0,TH0031
8,8,16,1,1,162,2,2013,Kig,63,46,22,0,TH0034
2,20,20,0,1,164,0,2013,Kig,63,46,22,0,JR0004
6,20,20,0,1,156,8,2013,Kig,63,46,22,0,JR0023
13,20,20,0,1,167,-3,2013,Kig,63,46,22,0,JR0037
6,20,20,0,1,160,4,2013,Kig,63,46,22,0,KP0016
2,20,20,0,1,163,1,2013,Kig,63,46,22,0,MG0010
5,21,21,0,1,162,2,2013,Kig,63,46,22,0,MG0015
6,20,20,0,1,164,0,2013,Kig,63,46,22,0,MG0027
7,20,20,0,1,169,-5,2013,Kig,63,46,22,0,MG0028
8,20,20,0,1,162,2,2013,Kig,63,46,22,0,MG0038
8,20,20,0,1,162,2,2013,Kig,63,46,22,0,MG0039
13,20,20,0,1,163,1,2013,Kig,63,46,22,0,MG0044
8,20,20,0,1,156,8,2013,Kig,63,46,22,0,TH0033
2,17,17,0,1,150,3,2014,Kig,40,55,8,9,CM002
3,10,10,0,1,135,18,2014,Kig,40,55,8,9,CM005
3,10,10,0,1,138,15,2014,Kig,40,55,8,9,CM006
3,11,11,0,1,139,14,2014,Kig,40,55,8,9,CM007
3,12,12,0,1,134,19,2014,Kig,40,55,8,9,CM009
3,14,14,0,1,142,11,2014,Kig,40,55,8,9,CM010B
3,6,6,0,1,134,19,2014,Kig,40,55,8,9,CM012
4,11,11,0,1,139,14,2014,Kig,40,55,8,9,CM013
4,8,8,0,1,136,17,2014,Kig,40,55,8,9,CM014
4,15,15,0,1,143,10,2014,Kig,40,55,8,9,CM015
5,12,12,0,1,140,13,2014,Kig,40,55,8,9,CM016
7,17,17,0,1,145,8,2014,Kig,40,55,8,9,CM025
13,14,14,0,1,142,11,2014,Kig,40,55,8,9,CM029
2,13,13,0,1,141,12,2014,Kig,40,55,8,9,EW003
3,26,26,0,1,154,-1,2014,Kig,40,55,8,9,EW005
3,8,8,0,1,132,21,2014,Kig,40,55,8,9,EW007
4,16,16,0,1,144,9,2014,Kig,40,55,8,9,EW011
5,14,14,0,1,142,11,2014,Kig,40,55,8,9,EW016
5,15,15,0,1,144,9,2014,Kig,40,55,8,9,EW020
5,6,6,0,1,134,19,2014,Kig,40,55,8,9,EW021
3,7,7,0,1,135,18,2014,Kig,40,55,8,9,EW023
6,9,9,0,1,137,16,2014,Kig,40,55,8,9,EW025
7,25,25,0,1,154,-1,2014,Kig,40,55,8,9,EW026
11,17,17,0,1,145,8,2014,Kig,40,55,8,9,EW028
11,20,20,0,1,148,5,2014,Kig,40,55,8,9,EW029
1,18,18,0,1,146,7,2014,Kig,40,55,8,9,JB003
2,10,10,0,1,138,15,2014,Kig,40,55,8,9,JB004
3,11,11,0,1,139,14,2014,Kig,40,55,8,9,JB007
4,20,20,0,1,148,5,2014,Kig,40,55,8,9,JB010
4,8,8,0,1,136,17,2014,Kig,40,55,8,9,JB014
4,19,19,0,1,147,6,2014,Kig,40,55,8,9,JB016
4,13,13,0,1,141,12,2014,Kig,40,55,8,9,JB017
4,13,13,0,1,141,12,2014,Kig,40,55,8,9,JB019
5,9,9,0,1,137,16,2014,Kig,40,55,8,9,JB021
5,6,6,0,1,134,19,2014,Kig,40,55,8,9,JB022
6,43,43,0,1,153,0,2014,Kig,40,55,8,9,JB024
7,10,10,0,1,138,15,2014,Kig,40,55,8,9,JB026
7,8,8,0,1,136,17,2014,Kig,40,55,8,9,JB027
12,15,15,0,1,143,10,2014,Kig,40,55,8,9,JB030
2,9,9,0,1,137,16,2014,Kig,40,55,8,9,LB001
3,14,14,0,1,142,11,2014,Kig,40,55,8,9,LB007
3,24,24,0,1,152,1,2014,Kig,40,55,8,9,LB008
4,17,17,0,1,145,8,2014,Kig,40,55,8,9,LB011
4,5,5,0,1,133,20,2014,Kig,40,55,8,9,LB013
4,7,7,0,1,135,18,2014,Kig,40,55,8,9,LB014
4,12,12,0,1,135,18,2014,Kig,40,55,8,9,LB016
4,6,6,0,1,134,19,2014,Kig,40,55,8,9,LB017
