Nest,FirstFound,LastPresent,LastChecked,Fate,Freq,Init,AgeDay1,Year,Site,Win_Hi,Win_Lo,Spr_Hi,Spr_Lo,wxt,sxt,wxw,sxw
BG005,1,25,25,0,1,147,5,2000,kig,73,28,10,0,15,0,6,0
BG008,3,26,26,0,1,149,3,2000,kig,73,28,10,0,15,0,6,0
BG016,5,26,26,0,1,151,1,2000,kig,73,28,10,0,15,0,6,0
BG017,5,22,22,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0
BG018,5,26,26,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0
BG026,6,31,31,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0
BG027,6,22,22,0,1,149,3,2000,kig,73,28,10,0,15,0,6,0
BG029,6,30,30,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0
BG036,8,28,28,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0
BG037,8,31,31,0,1,157,-5,2000,kig,73,28,10,0,15,0,6,0
BG038,8,28,28,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0
BG047,8,30,30,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0
BG048,8,28,28,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0
BG050,9,28,28,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0
BG055,9,28,28,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0
BG056,9,28,28,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0
BG058,10,26,26,0,1,153,-1,2000,kig,73,28,10,0,15,0,6,0
BG063,10,22,22,0,1,150,2,2000,kig,73,28,10,0,15,0,6,0
BG066,11,27,27,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0
BG076,12,32,32,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0
BG077,12,24,24,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0
BG079,12,27,27,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0
BG080,12,30,30,0,1,158,-6,2000,kig,73,28,10,0,15,0,6,0
BG090,14,34,34,0,1,160,-8,2000,kig,73,28,10,0,15,0,6,0
BG101,17,32,32,0,1,157,-5,2000,kig,73,28,10,0,15,0,6,0
BG102,17,33,33,0,1,159,-7,2000,kig,73,28,10,0,15,0,6,0
BG112,26,31,31,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0
MLS002,1,27,27,0,1,150,2,2000,kig,73,28,10,0,15,0,6,0
MLS003,1,23,23,0,1,147,5,2000,kig,73,28,10,0,15,0,6,0
MLS005,3,26,26,0,1,149,3,2000,kig,73,28,10,0,15,0,6,0
MLS008,4,21,21,0,1,144,8,2000,kig,73,28,10,0,15,0,6,0
MLS010,4,26,26,0,1,153,-1,2000,kig,73,28,10,0,15,0,6,0
MLS015,5,29,29,0,1,151,1,2000,kig,73,28,10,0,15,0,6,0
MLS016,5,30,30,0,1,151,1,2000,kig,73,28,10,0,15,0,6,0
MLS020,9,23,23,0,1,149,3,2000,kig,73,28,10,0,15,0,6,0
MLS023,9,24,24,0,1,149,3,2000,kig,73,28,10,0,15,0,6,0
MLS024,9,33,33,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0
MLS026,10,32,32,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0
MLS030,10,29,29,0,1,153,-1,2000,kig,73,28,10,0,15,0,6,0
MLS032,10,22,22,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0
MLS033,11,23,23,0,1,151,1,2000,kig,73,28,10,0,15,0,6,0
MLS034,11,23,23,0,1,151,1,2000,kig,73,28,10,0,15,0,6,0
MLS037,11,30,30,0,1,157,-5,2000,kig,73,28,10,0,15,0,6,0
MLS042,12,24,24,0,1,150,2,2000,kig,73,28,10,0,15,0,6,0
MLS045,12,28,28,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0
MLS046,12,33,33,0,1,158,-6,2000,kig,73,28,10,0,15,0,6,0
MLS047,12,26,26,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0
MLS051,13,29,29,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0
MLS054,13,26,26,0,1,153,-1,2000,kig,73,28,10,0,15,0,6,0
MLS065,15,25,25,0,1,148,4,2000,kig,73,28,10,0,15,0,6,0
MLS066,15,36,36,0,1,161,-9,2000,kig,73,28,10,0,15,0,6,0
MLS067,16,33,33,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0
MLS071,17,28,28,0,1,150,2,2000,kig,73,28,10,0,15,0,6,0
MLS078,19,28,28,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0
MLS082,23,37,37,0,1,163,-11,2000,kig,73,28,10,0,15,0,6,0
MLS084,24,26,26,0,1,153,-1,2000,kig,73,28,10,0,15,0,6,0
TLM007,1,27,27,0,1,150,2,2000,kig,73,28,10,0,15,0,6,0
TLM012,3,29,29,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0
TLM015,3,26,26,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0
TLM027,5,28,28,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0
TLM030,5,27,27,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0
TLM031,5,29,29,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0
TLM032,5,22,22,0,1,150,2,2000,kig,73,28,10,0,15,0,6,0
TLM034,6,27,27,0,1,149,3,2000,kig,73,28,10,0,15,0,6,0
TLM041,7,23,23,0,1,149,3,2000,kig,73,28,10,0,15,0,6,0
TLM043,7,32,32,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0
TLM045,7,30,30,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0
TLM046,7,24,24,0,1,149,3,2000,kig,73,28,10,0,15,0,6,0
TLM047,7,24,24,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0
TLM049,7,29,29,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0
TLM053,8,37,37,0,1,157,-5,2000,kig,73,28,10,0,15,0,6,0
TLM055,8,20,20,0,1,153,-1,2000,kig,73,28,10,0,15,0,6,0
TLM070,8,20,20,0,1,157,-5,2000,kig,73,28,10,0,15,0,6,0
TLM071,8,26,26,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0
TLM073,10,30,30,0,1,159,-7,2000,kig,73,28,10,0,15,0,6,0
TLM074,10,29,29,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0
TLM078,10,26,26,0,1,159,-7,2000,kig,73,28,10,0,15,0,6,0
TLM081,11,35,35,0,1,160,-8,2000,kig,73,28,10,0,15,0,6,0
TLM083,11,24,24,0,1,151,1,2000,kig,73,28,10,0,15,0,6,0
TLM084,11,29,29,0,1,157,-5,2000,kig,73,28,10,0,15,0,6,0
TLM087,11,32,32,0,1,159,-7,2000,kig,73,28,10,0,15,0,6,0
TLM091,12,33,33,0,1,158,-6,2000,kig,73,28,10,0,15,0,6,0
TLM093,12,24,24,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0
TLM099,12,24,24,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0
TLM101,12,25,25,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0
TLM102,12,24,24,0,1,158,-6,2000,kig,73,28,10,0,15,0,6,0
TLM103,12,28,28,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0
TLM104,13,34,34,0,1,162,-10,2000,kig,73,28,10,0,15,0,6,0
TLM105,13,29,29,0,1,159,-7,2000,kig,73,28,10,0,15,0,6,0
TLM106,13,34,34,0,1,161,-9,2000,kig,73,28,10,0,15,0,6,0
TLM107,13,32,32,0,1,159,-7,2000,kig,73,28,10,0,15,0,6,0
TLM108,13,34,34,0,1,161,-9,2000,kig,73,28,10,0,15,0,6,0
TLM112,14,26,26,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0
TLM116,15,29,29,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0
TLM118,16,28,28,0,1,159,-7,2000,kig,73,28,10,0,15,0,6,0
TLM123,25,38,38,0,1,165,-13,2000,kig,73,28,10,0,15,0,6,0
TLM092,12,24,24,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0
BG010,3,3,13,1,1,149,3,2000,kig,73,28,10,0,15,0,6,0
BG022,6,6,16,1,1,155,-3,2000,kig,73,28,10,0,15,0,6,0
BG034,6,16,26,1,1,155,-3,2000,kig,73,28,10,0,15,0,6,0
BG040,8,28,30,1,1,157,-5,2000,kig,73,28,10,0,15,0,6,0
BG043,8,8,18,1,1,157,-5,2000,kig,73,28,10,0,15,0,6,0
BG097,17,17,27,1,1,157,-5,2000,kig,73,28,10,0,15,0,6,0
MLS011,4,4,14,1,1,153,-1,2000,kig,73,28,10,0,15,0,6,0
MLS039,12,12,22,1,1,152,0,2000,kig,73,28,10,0,15,0,6,0
MLS041,12,12,22,1,1,155,-3,2000,kig,73,28,10,0,15,0,6,0
MLS069,17,30,32,1,1,157,-5,2000,kig,73,28,10,0,15,0,6,0
MLS073,17,27,36,1,1,163,-11,2000,kig,73,28,10,0,15,0,6,0
TLM008,2,2,12,1,1,148,4,2000,kig,73,28,10,0,15,0,6,0
TLM014,3,3,13,1,1,152,0,2000,kig,73,28,10,0,15,0,6,0
TLM051,7,23,25,1,1,149,3,2000,kig,73,28,10,0,15,0,6,0
TLM085,11,11,21,1,1,157,-5,2000,kig,73,28,10,0,15,0,6,0
MLS031,10,22,25,1,1,150,2,2000,kig,73,28,10,0,15,0,6,0
TLM124,36,38,38,0,1,169,-17,2000,kig,73,28,10,0,15,0,6,0
DVS075,19,30,30,0,1,157,-5,2001,kig,0,109,10,2,0,0,11,3
DVS081,19,25,25,0,1,152,0,2001,kig,0,109,10,2,0,0,11,3
HCW036,14,27,27,0,1,154,-2,2001,kig,0,109,10,2,0,0,11,3
DVS008,15,15,24,1,1,155,-3,2001,kig,0,109,10,2,0,0,11,3
DVS027,7,7,17,1,1,156,-4,2001,kig,0,109,10,2,0,0,11,3
DVS043,12,12,15,1,1,155,-3,2001,kig,0,109,10,2,0,0,11,3
DVS055,15,15,24,1,1,155,-3,2001,kig,0,109,10,2,0,0,11,3
DVS059,15,15,24,1,1,155,-3,2001,kig,0,109,10,2,0,0,11,3
DVS069,18,20,21,1,1,148,4,2001,kig,0,109,10,2,0,0,11,3
HCW004,1,1,12,1,1,147,5,2001,kig,0,109,10,2,0,0,11,3
HCW012,4,4,16,1,1,153,-1,2001,kig,0,109,10,2,0,0,11,3
HCW016,6,6,16,1,1,152,0,2001,kig,0,109,10,2,0,0,11,3
HCW022,7,17,19,1,1,153,-1,2001,kig,0,109,10,2,0,0,11,3
HCW023,8,8,18,1,1,157,-5,2001,kig,0,109,10,2,0,0,11,3
HCW032,9,9,19,1,1,158,-6,2001,kig,0,109,10,2,0,0,11,3
HCW034,11,11,19,1,1,160,-8,2001,kig,0,109,10,2,0,0,11,3
HCW041,14,14,19,1,1,157,-5,2001,kig,0,109,10,2,0,0,11,3
HCW043,15,15,31,1,1,158,-6,2001,kig,0,109,10,2,0,0,11,3
HCW047,15,15,27,1,1,158,-6,2001,kig,0,109,10,2,0,0,11,3
HCW060,19,19,29,1,1,165,-13,2001,kig,0,109,10,2,0,0,11,3
MLW014,4,4,16,1,1,153,-1,2001,kig,0,109,10,2,0,0,11,3
MLW030,8,8,18,1,1,157,-5,2001,kig,0,109,10,2,0,0,11,3
MLW038,10,10,15,1,1,159,-7,2001,kig,0,109,10,2,0,0,11,3
MLW043,12,20,25,1,1,155,-3,2001,kig,0,109,10,2,0,0,11,3
MLW048,14,14,24,1,1,154,-2,2001,kig,0,109,10,2,0,0,11,3
MLW050,14,14,24,1,1,163,-11,2001,kig,0,109,10,2,0,0,11,3
MLW060,15,15,19,1,1,155,-3,2001,kig,0,109,10,2,0,0,11,3
MLW065,17,17,24,1,1,163,-11,2001,kig,0,109,10,2,0,0,11,3
CEF004,10,16,16,0,1,136,9,2002,kig,51,45,18,0,19,0,14,2
CEF005,10,30,30,0,1,149,-4,2002,kig,51,45,18,0,19,0,14,2
CEF010,11,29,29,0,1,147,-2,2002,kig,51,45,18,0,19,0,14,2
CEF012,13,30,30,0,1,146,-1,2002,kig,51,45,18,0,19,0,14,2
CEF013,13,26,26,0,1,146,-1,2002,kig,51,45,18,0,19,0,14,2
CEF016,14,21,21,0,1,140,5,2002,kig,51,45,18,0,19,0,14,2
CEF018,14,29,29,0,1,150,-5,2002,kig,51,45,18,0,19,0,14,2
CEF021,14,31,31,0,1,147,-2,2002,kig,51,45,18,0,19,0,14,2
HCW001,1,22,22,0,1,143,2,2002,kig,51,45,18,0,19,0,14,2
HCW003,1,32,32,0,1,143,2,2002,kig,51,45,18,0,19,0,14,2
HCW006,2,23,23,0,1,141,4,2002,kig,51,45,18,0,19,0,14,2
HCW008,2,23,23,0,1,144,1,2002,kig,51,45,18,0,19,0,14,2
HCW011,3,22,22,0,1,139,6,2002,kig,51,45,18,0,19,0,14,2
HCW013,3,28,28,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2
HCW014,3,27,27,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2
HCW018,4,24,24,0,1,140,5,2002,kig,51,45,18,0,19,0,14,2
HCW021,4,24,24,0,1,146,-1,2002,kig,51,45,18,0,19,0,14,2
HCW023,4,19,19,0,1,140,5,2002,kig,51,45,18,0,19,0,14,2
HCW026,5,25,25,0,1,144,1,2002,kig,51,45,18,0,19,0,14,2
HCW030,5,29,29,0,1,147,-2,2002,kig,51,45,18,0,19,0,14,2
HCW032,5,21,21,0,1,141,4,2002,kig,51,45,18,0,19,0,14,2
HCW037,6,23,23,0,1,142,3,2002,kig,51,45,18,0,19,0,14,2
HCW038,6,28,28,0,1,146,-1,2002,kig,51,45,18,0,19,0,14,2
HCW039,6,25,25,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2
HCW042,6,26,26,0,1,148,-3,2002,kig,51,45,18,0,19,0,14,2
HCW044,7,25,25,0,1,139,6,2002,kig,51,45,18,0,19,0,14,2
HCW047,7,28,28,0,1,147,-2,2002,kig,51,45,18,0,19,0,14,2
HCW048,7,28,28,0,1,149,-4,2002,kig,51,45,18,0,19,0,14,2
HCW050,7,28,28,0,1,143,2,2002,kig,51,45,18,0,19,0,14,2
HCW055,9,26,26,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2
HCW062,12,35,35,0,1,154,-9,2002,kig,51,45,18,0,19,0,14,2
HCW070,13,36,36,0,1,155,-10,2002,kig,51,45,18,0,19,0,14,2
HCW072,13,26,26,0,1,147,-2,2002,kig,51,45,18,0,19,0,14,2
HCW076,19,27,27,0,1,147,-2,2002,kig,51,45,18,0,19,0,14,2
HMW011,2,25,25,0,1,144,1,2002,kig,51,45,18,0,19,0,14,2
HMW012,2,25,25,0,1,144,1,2002,kig,51,45,18,0,19,0,14,2
HMW014,2,25,25,0,1,144,1,2002,kig,51,45,18,0,19,0,14,2
HMW022,3,19,19,0,1,141,4,2002,kig,51,45,18,0,19,0,14,2
HMW023,3,24,24,0,1,139,6,2002,kig,51,45,18,0,19,0,14,2
HMW024,3,28,28,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2
HMW025,3,26,26,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2
HMW035,4,27,27,0,1,146,-1,2002,kig,51,45,18,0,19,0,14,2
HMW039,4,21,21,0,1,140,5,2002,kig,51,45,18,0,19,0,14,2
HMW048,4,27,27,0,1,148,-3,2002,kig,51,45,18,0,19,0,14,2
HMW050,5,25,25,0,1,149,-4,2002,kig,51,45,18,0,19,0,14,2
HMW052,5,19,19,0,1,137,8,2002,kig,51,45,18,0,19,0,14,2
HMW053,5,24,24,0,1,147,-2,2002,kig,51,45,18,0,19,0,14,2
HMW055,5,23,23,0,1,149,-4,2002,kig,51,45,18,0,19,0,14,2
HMW061,5,24,24,0,1,141,4,2002,kig,51,45,18,0,19,0,14,2
HMW063,6,22,22,0,1,137,8,2002,kig,51,45,18,0,19,0,14,2
HMW064,6,17,17,0,1,138,7,2002,kig,51,45,18,0,19,0,14,2
HMW066,6,22,22,0,1,146,-1,2002,kig,51,45,18,0,19,0,14,2
HMW067,6,23,23,0,1,142,3,2002,kig,51,45,18,0,19,0,14,2
HMW068,6,23,23,0,1,140,5,2002,kig,51,45,18,0,19,0,14,2
HMW069,6,33,33,0,1,148,-3,2002,kig,51,45,18,0,19,0,14,2
HMW075,6,26,26,0,1,150,-5,2002,kig,51,45,18,0,19,0,14,2
HMW100,8,25,25,0,1,150,-5,2002,kig,51,45,18,0,19,0,14,2
HMW106,9,25,25,0,1,142,3,2002,kig,51,45,18,0,19,0,14,2
HMW107,9,26,26,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2
HMW115,9,34,34,0,1,151,-6,2002,kig,51,45,18,0,19,0,14,2
HMW116,9,33,33,0,1,153,-8,2002,kig,51,45,18,0,19,0,14,2
HMW119,9,31,31,0,1,153,-8,2002,kig,51,45,18,0,19,0,14,2
HMW120,10,31,31,0,1,152,-7,2002,kig,51,45,18,0,19,0,14,2
HMW123,10,26,26,0,1,146,-1,2002,kig,51,45,18,0,19,0,14,2
HMW125,10,16,16,0,1,136,9,2002,kig,51,45,18,0,19,0,14,2
HMW136,10,27,27,0,1,143,2,2002,kig,51,45,18,0,19,0,14,2
HMW150,12,30,30,0,1,148,-3,2002,kig,51,45,18,0,19,0,14,2
HMW156,12,36,36,0,1,154,-9,2002,kig,51,45,18,0,19,0,14,2
HMW157,12,18,18,0,1,138,7,2002,kig,51,45,18,0,19,0,14,2
HMW163,12,29,29,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2
HMW166,13,31,31,0,1,152,-7,2002,kig,51,45,18,0,19,0,14,2
HMW168,13,26,26,0,1,146,-1,2002,kig,51,45,18,0,19,0,14,2
HMW178,14,25,25,0,1,140,5,2002,kig,51,45,18,0,19,0,14,2
HMW183,17,31,31,0,1,153,-8,2002,kig,51,45,18,0,19,0,14,2
HMW187,18,37,37,0,1,157,-12,2002,kig,51,45,18,0,19,0,14,2
HMW192,19,33,33,0,1,158,-13,2002,kig,51,45,18,0,19,0,14,2
JLO004,2,24,24,0,1,141,4,2002,kig,51,45,18,0,19,0,14,2
JLO010,3,25,25,0,1,142,3,2002,kig,51,45,18,0,19,0,14,2
JLO012,3,23,23,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2
JLO014,3,23,23,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2
JLO016,4,23,23,0,1,140,5,2002,kig,51,45,18,0,19,0,14,2
JLO017,4,23,23,0,1,140,5,2002,kig,51,45,18,0,19,0,14,2
JLO018,5,25,25,0,1,144,1,2002,kig,51,45,18,0,19,0,14,2
JLO020,5,27,27,0,1,144,1,2002,kig,51,45,18,0,19,0,14,2
JLO021,5,27,27,0,1,144,1,2002,kig,51,45,18,0,19,0,14,2
JLO023,5,23,23,0,1,141,4,2002,kig,51,45,18,0,19,0,14,2
JLO024,5,22,22,0,1,144,1,2002,kig,51,45,18,0,19,0,14,2
JLO025,6,29,29,0,1,148,-3,2002,kig,51,45,18,0,19,0,14,2
JLO032,7,23,23,0,1,140,5,2002,kig,51,45,18,0,19,0,14,2
JLO038,16,27,27,0,1,142,3,2002,kig,51,45,18,0,19,0,14,2
JLO040,9,25,25,0,1,148,-3,2002,kig,51,45,18,0,19,0,14,2
JLO043,10,30,30,0,1,152,-7,2002,kig,51,45,18,0,19,0,14,2
JLO044,10,21,21,0,1,141,4,2002,kig,51,45,18,0,19,0,14,2
JLO046,12,27,27,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2
JLO048,12,30,30,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2
JLO055,14,20,20,0,1,140,5,2002,kig,51,45,18,0,19,0,14,2
JLO066,25,26,26,0,1,146,-1,2002,kig,51,45,18,0,19,0,14,2
MLW002,1,22,22,0,1,143,2,2002,kig,51,45,18,0,19,0,14,2
MLW011,3,25,25,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2
MLW014,3,25,25,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2
MLW023,25,30,30,0,1,150,-5,2002,kig,51,45,18,0,19,0,14,2
RMO003,12,32,32,0,1,151,-6,2002,kig,51,45,18,0,19,0,14,2
CEF001,9,9,22,1,1,151,-6,2002,kig,51,45,18,0,19,0,14,2
CEF006,10,10,18,1,1,146,-1,2002,kig,51,45,18,0,19,0,14,2
CEF008,10,10,18,1,1,152,-7,2002,kig,51,45,18,0,19,0,14,2
HCW049,7,14,20,1,1,141,4,2002,kig,51,45,18,0,19,0,14,2
HMW029,3,30,34,1,1,142,3,2002,kig,51,45,18,0,19,0,14,2
HMW034,4,18,21,1,1,148,-3,2002,kig,51,45,18,0,19,0,14,2
HMW060,5,19,24,1,1,147,-2,2002,kig,51,45,18,0,19,0,14,2
HMW079,7,7,28,1,1,151,-6,2002,kig,51,45,18,0,19,0,14,2
HMW087,7,21,25,1,1,151,-6,2002,kig,51,45,18,0,19,0,14,2
HMW109,9,9,31,1,1,151,-6,2002,kig,51,45,18,0,19,0,14,2
HMW151,12,32,33,1,1,154,-9,2002,kig,51,45,18,0,19,0,14,2
HMW155,12,12,19,1,1,156,-11,2002,kig,51,45,18,0,19,0,14,2
HMW175,14,26,31,1,1,156,-11,2002,kig,51,45,18,0,19,0,14,2
HMW195,23,23,29,1,1,149,-4,2002,kig,51,45,18,0,19,0,14,2
HMW208,27,37,38,1,1,163,-18,2002,kig,51,45,18,0,19,0,14,2
HMW211,29,36,37,1,1,155,-10,2002,kig,51,45,18,0,19,0,14,2
JLO008,3,3,11,1,1,146,-1,2002,kig,51,45,18,0,19,0,14,2
JLO013,4,4,11,1,1,143,2,2002,kig,51,45,18,0,19,0,14,2
JLO015,4,21,24,1,1,140,5,2002,kig,51,45,18,0,19,0,14,2
JLO028,7,7,8,1,1,143,2,2002,kig,51,45,18,0,19,0,14,2
JLO029,7,7,8,1,1,143,2,2002,kig,51,45,18,0,19,0,14,2
JLO034,8,23,27,1,1,147,-2,2002,kig,51,45,18,0,19,0,14,2
JLO053,14,14,17,1,1,147,-2,2002,kig,51,45,18,0,19,0,14,2
TEH002,22,22,28,1,1,164,-19,2002,kig,51,45,18,0,19,0,14,2
CEF011,13,30,30,0,1,146,-1,2002,kig,51,45,18,0,19,0,14,2
HCW025,5,16,16,0,1,141,4,2002,kig,51,45,18,0,19,0,14,2
HCW043,6,28,28,0,1,148,-3,2002,kig,51,45,18,0,19,0,14,2
HMW098,8,32,32,0,1,150,-5,2002,kig,51,45,18,0,19,0,14,2
JLO050,12,29,29,0,1,135,10,2002,kig,51,45,18,0,19,0,14,2
MLW003,2,34,34,0,1,144,1,2002,kig,51,45,18,0,19,0,14,2
MLW004,2,22,22,0,1,144,1,2002,kig,51,45,18,0,19,0,14,2
MLW005,2,22,22,0,1,144,1,2002,kig,51,45,18,0,19,0,14,2
MLW012,3,17,17,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2
MLW013,3,10,10,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2
MLW016,17,36,36,0,1,159,-14,2002,kig,51,45,18,0,19,0,14,2
TLM121,13,20,20,0,1,139,6,2002,kig,51,45,18,0,19,0,14,2
HCW003,5,23,23,0,1,136,4,2003,kig,35,74,9,4,0,0,3,3
HCW007,5,24,24,0,1,136,4,2003,kig,35,74,9,4,0,0,3,3
HCW014,9,26,26,0,1,143,-3,2003,kig,35,74,9,4,0,0,3,3
HCW017,9,28,28,0,1,142,-2,2003,kig,35,74,9,4,0,0,3,3
HCW028,12,28,28,0,1,143,-3,2003,kig,35,74,9,4,0,0,3,3
HCW029,12,30,30,0,1,146,-6,2003,kig,35,74,9,4,0,0,3,3
HCW032,15,37,37,0,1,152,-12,2003,kig,35,74,9,4,0,0,3,3
HCW038,18,41,41,0,1,155,-15,2003,kig,35,74,9,4,0,0,3,3
HMW020,5,23,23,0,1,141,-1,2003,kig,35,74,9,4,0,0,3,3
HMW042,7,23,23,0,1,146,-6,2003,kig,35,74,9,4,0,0,3,3
HMW063,9,32,32,0,1,147,-7,2003,kig,35,74,9,4,0,0,3,3
HMW080,11,28,28,0,1,149,-9,2003,kig,35,74,9,4,0,0,3,3
HMW090,12,25,25,0,1,141,-1,2003,kig,35,74,9,4,0,0,3,3
HMW093,13,34,34,0,1,151,-11,2003,kig,35,74,9,4,0,0,3,3
HMW094,13,30,30,0,1,144,-4,2003,kig,35,74,9,4,0,0,3,3
HMW096,13,31,31,0,1,144,-4,2003,kig,35,74,9,4,0,0,3,3
HMW101,15,29,29,0,1,147,-7,2003,kig,35,74,9,4,0,0,3,3
HMW129,18,36,36,0,1,149,-9,2003,kig,35,74,9,4,0,0,3,3
HMW136,18,35,35,0,1,153,-13,2003,kig,35,74,9,4,0,0,3,3
HMW145,19,42,42,0,1,158,-18,2003,kig,35,74,9,4,0,0,3,3
HMW161,23,36,36,0,1,154,-14,2003,kig,35,74,9,4,0,0,3,3
HMW166,24,36,36,0,1,154,-14,2003,kig,35,74,9,4,0,0,3,3
HMW172,25,31,31,0,1,145,-5,2003,kig,35,74,9,4,0,0,3,3
HMW174,26,34,34,0,1,148,-8,2003,kig,35,74,9,4,0,0,3,3
JLO001,5,29,29,0,1,142,-2,2003,kig,35,74,9,4,0,0,3,3
JLO004,5,31,31,0,1,142,-2,2003,kig,35,74,9,4,0,0,3,3
JLO005,6,27,27,0,1,140,0,2003,kig,35,74,9,4,0,0,3,3
JLO008,9,33,33,0,1,146,-6,2003,kig,35,74,9,4,0,0,3,3
JLO020,12,34,34,0,1,149,-9,2003,kig,35,74,9,4,0,0,3,3
JLO024,13,24,24,0,1,134,6,2003,kig,35,74,9,4,0,0,3,3
JLO025,13,34,34,0,1,144,-4,2003,kig,35,74,9,4,0,0,3,3
JLO028,14,33,33,0,1,151,-11,2003,kig,35,74,9,4,0,0,3,3
JLO037,15,33,33,0,1,148,-8,2003,kig,35,74,9,4,0,0,3,3
JLO045,32,34,34,0,1,158,-18,2003,kig,35,74,9,4,0,0,3,3
JLO046,33,37,37,0,1,153,-13,2003,kig,35,74,9,4,0,0,3,3
MLW003,6,30,30,0,1,143,-3,2003,kig,35,74,9,4,0,0,3,3
MLW005,8,30,30,0,1,145,-5,2003,kig,35,74,9,4,0,0,3,3
MLW009,9,35,35,0,1,146,-6,2003,kig,35,74,9,4,0,0,3,3
MLW010,9,31,31,0,1,146,-6,2003,kig,35,74,9,4,0,0,3,3
MLW019,11,31,31,0,1,148,-8,2003,kig,35,74,9,4,0,0,3,3
MLW020,11,34,34,0,1,148,-8,2003,kig,35,74,9,4,0,0,3,3
MLW023,12,29,29,0,1,140,0,2003,kig,35,74,9,4,0,0,3,3
MLW024,12,30,30,0,1,139,1,2003,kig,35,74,9,4,0,0,3,3
MLW033,16,33,33,0,1,147,-7,2003,kig,35,74,9,4,0,0,3,3
MLW049,27,42,42,0,1,155,-15,2003,kig,35,74,9,4,0,0,3,3
MLW050,29,39,39,0,1,155,-15,2003,kig,35,74,9,4,0,0,3,3
TJO001,5,28,28,0,1,144,-4,2003,kig,35,74,9,4,0,0,3,3
TJO004,5,28,28,0,1,144,-4,2003,kig,35,74,9,4,0,0,3,3
TJO005,5,27,27,0,1,144,-4,2003,kig,35,74,9,4,0,0,3,3
TJO006,5,28,28,0,1,144,-4,2003,kig,35,74,9,4,0,0,3,3
TJO008,5,21,21,0,1,144,-4,2003,kig,35,74,9,4,0,0,3,3
TJO010,7,31,31,0,1,144,-4,2003,kig,35,74,9,4,0,0,3,3
TJO012,8,31,31,0,1,145,-5,2003,kig,35,74,9,4,0,0,3,3
TJO013,8,21,21,0,1,136,4,2003,kig,35,74,9,4,0,0,3,3
