"","Nest","FirstFound","LastPresent","LastChecked","Fate","Freq","Init","AgeDay1","Year","Site","Win_Hi","Win_Lo","Spr_Hi","Spr_Lo","wxt","sxt","wxw","sxw","fox"
"1353","BCL040",9,31,31,0,1,159,-8,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1354","BCL042",12,34,34,0,1,162,-11,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1355","BCL043",12,27,27,0,1,151,0,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1356","BCL044",12,30,30,0,1,153,-2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1357","BCL045",12,26,26,0,1,151,0,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1358","BCL050",16,23,23,0,1,149,2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1359","BCL052",16,28,28,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1360","BCL053",16,28,28,0,1,156,-5,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1361","BCL055",16,25,25,0,1,148,3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1362","BCL056",16,30,30,0,1,155,-4,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1363","BCL060",17,36,36,0,1,161,-10,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1364","BCL062",17,27,27,0,1,158,-7,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1365","BCL072",25,30,30,0,1,156,-5,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1366","DCP021",3,25,25,0,1,148,3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1367","DCP022",4,26,26,0,1,149,2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1368","DCP024",6,27,27,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1369","DCP027",6,32,32,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1370","DCP031",8,29,29,0,1,156,-5,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1371","DCP035",9,29,29,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1372","DCP036",9,34,34,0,1,157,-6,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1373","DCP037",9,30,30,0,1,152,-1,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1374","DCP038",9,32,32,0,1,157,-6,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1375","DCP039",13,33,33,0,1,152,-1,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1376","DCP041",12,27,27,0,1,151,0,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1377","DCP045",15,27,27,0,1,147,4,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1378","DCP048",17,28,28,0,1,149,2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1379","DCP049",17,32,32,0,1,152,-1,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1380","DCP050",18,33,33,0,1,153,-2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1381","DCP051",18,35,35,0,1,157,-6,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1382","DCP052",18,30,30,0,1,155,-4,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1383","DCP053",18,34,34,0,1,157,-6,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1384","DCP055",18,33,33,0,1,157,-6,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1385","DCP057",19,33,33,0,1,158,-7,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1386","DCP062",27,30,30,0,1,158,-7,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1387","GPL008",1,25,25,0,1,149,2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1388","GPL033",3,22,22,0,1,151,0,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1389","GPL037",4,26,26,0,1,149,2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1390","GPL041",6,28,28,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1391","GPL059",7,21,21,0,1,148,3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1392","GPL064",8,26,26,0,1,149,2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1393","GPL068",8,27,27,0,1,153,-2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1394","GPL070",9,28,28,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1395","GPL071",9,29,29,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1396","GPL073",9,22,22,0,1,150,1,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1397","GPL075",12,25,25,0,1,149,2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1398","GPL076",15,21,21,0,1,147,4,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1399","GPL078",16,32,32,0,1,161,-10,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1400","GPL080",16,32,32,0,1,161,-10,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1401","GPL081",16,28,28,0,1,157,-6,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1402","GPL082",16,32,32,0,1,157,-6,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1403","GPL084",16,30,30,0,1,153,-2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1404","GPL089",17,21,21,0,1,147,4,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1405","GPL092",18,32,32,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1406","GPL094",19,28,28,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1407","GPL095",21,22,22,0,1,148,3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1408","GPL096",21,31,31,0,1,156,-5,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1409","GPL100",25,26,26,0,1,152,-1,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1410","GPL102",25,35,35,0,1,157,-6,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1411","JJR026",4,24,24,0,1,152,-1,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1412","JJR029",4,30,30,0,1,152,-1,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1413","JJR030",6,24,24,0,1,151,0,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1414","JJR041",7,27,27,0,1,152,-1,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1415","JJR043",8,28,28,0,1,150,1,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1416","JJR044",8,30,30,0,1,156,-5,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1417","JJR047",8,28,28,0,1,153,-2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1418","JJR048",8,28,28,0,1,153,-2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1419","JJR052",9,30,30,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1420","JJR053",9,29,29,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1421","JJR055",9,32,32,0,1,159,-8,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1422","JJR059",11,27,27,0,1,151,0,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1423","JJR063",12,30,30,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1424","JJR064",12,28,28,0,1,151,0,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1425","JJR065",12,35,35,0,1,160,-9,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1426","JJR066",12,30,30,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1427","JJR070",16,33,33,0,1,158,-7,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1428","JJR072",16,29,29,0,1,148,3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1429","JJR074",17,33,33,0,1,156,-5,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1430","JJR076",17,26,26,0,1,156,-5,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1431","JJR077",17,38,38,0,1,159,-8,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1432","JJR079",17,23,23,0,1,149,2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1433","JJR083",18,30,30,0,1,150,1,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1434","JJR084",19,28,28,0,1,148,3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1435","JJR085",19,31,31,0,1,151,0,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1436","JJR088",20,27,27,0,1,152,-1,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1437","JJR093",21,35,35,0,1,155,-4,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1438","JJR095",24,30,30,0,1,153,-2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1439","JJR096",25,29,29,0,1,155,-4,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1440","MSS024",3,32,32,0,1,151,0,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1441","MSS027",3,26,26,0,1,151,0,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1442","MSS028",3,26,26,0,1,148,3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1443","MSS029",4,28,28,0,1,152,-1,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1444","MSS031",6,33,33,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1445","MSS032",18,27,27,0,1,150,1,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1446","MSS035",6,30,30,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1447","MSS040",19,27,27,0,1,151,0,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1448","MSS041",7,27,27,0,1,155,-4,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1449","MSS044",8,30,30,0,1,153,-2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1450","MSS046",9,27,27,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1451","MSS048",9,33,33,0,1,157,-6,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1452","MSS049",9,32,32,0,1,157,-6,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1453","MSS050",9,29,29,0,1,157,-6,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1454","MSS051",11,26,26,0,1,153,-2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1455","MSS052",13,27,27,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1456","MSS053",15,27,27,0,1,146,5,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1457","MSS057",16,30,30,0,1,155,-4,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1458","MSS063",17,28,28,0,1,153,-2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1459","MSS065",17,35,35,0,1,159,-8,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1460","MSS066",18,33,33,0,1,155,-4,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1461","MSS067",18,33,33,0,1,157,-6,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1462","MSS068",18,32,32,0,1,157,-6,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1463","MSS073",19,29,29,0,1,153,-2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1464","MSS076",22,31,31,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1465","MSS078",24,30,30,0,1,156,-5,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1466","MSS079",34,35,35,0,1,161,-10,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1467","PLF083",23,28,28,0,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1468","BCL007",4,23,28,1,1,148,3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1469","BCL010",4,4,17,1,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1470","BCL015",6,6,17,1,1,156,-5,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1471","BCL022",7,19,23,1,1,148,3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1472","BCL037",9,9,21,1,1,157,-6,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1473","BCL049",15,15,22,1,1,165,-14,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1474","BCL051",16,22,28,1,1,155,-4,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1475","BCL057",16,22,30,1,1,159,-8,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1476","BCL065",18,18,25,1,1,156,-5,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1477","DCP030",7,19,24,1,1,152,-1,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1478","DCP042",12,31,33,1,1,157,-6,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1479","DCP047",16,16,22,1,1,161,-10,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1480","GPL042",6,6,18,1,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1481","GPL061",8,8,20,1,1,153,-2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1482","GPL077",15,15,24,1,1,160,-9,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1483","GPL088",17,17,24,1,1,164,-13,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1484","JJR042",7,7,19,1,1,155,-4,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1485","JJR045",8,8,20,1,1,153,-2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1486","JJR054",9,21,29,1,1,151,0,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1487","JJR057",9,9,21,1,1,157,-6,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1488","JJR087",19,19,25,1,1,151,0,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1489","JJR097",29,29,31,1,1,177,-26,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1490","MSS030",4,17,24,1,1,152,-1,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1491","MSS037",6,18,25,1,1,154,-3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1492","MSS038",7,7,19,1,1,152,-1,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1493","MSS043",7,7,19,1,1,155,-4,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1494","MSS045",9,9,21,1,1,157,-6,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1495","MSS064",17,17,23,1,1,158,-7,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1496","MSS072",19,19,27,1,1,167,-16,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1497","BCL011",5,25,25,0,1,151,0,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1498","BCL069",21,36,36,0,1,162,-11,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1499","BCL070",21,36,36,0,1,171,-20,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1500","BCL071",21,38,38,0,1,164,-13,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1501","BCL073",30,39,39,0,1,166,-15,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1502","DCP058",20,35,35,0,1,168,-17,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1503","DCP060",20,35,35,0,1,165,-14,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1504","GPL091",18,32,32,0,1,166,-15,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1505","GPL101",25,39,39,0,1,169,-18,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1506","JJR023",4,26,26,0,1,149,2,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1507","JJR049",9,24,24,0,1,148,3,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1508","JJR075",17,38,38,0,1,162,-11,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1509","JJR094",22,38,38,0,1,167,-16,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1510","MSS071",19,39,39,0,1,167,-16,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1511","PLF029",19,36,36,0,1,167,-16,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1512","PLF122",31,39,39,0,1,167,-16,2006,"kig",79,34,11,0,10,1,8,3,0.59
"1513","BCL004",12,25,25,0,1,144,0,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1514","BCL006",12,28,28,0,1,148,-4,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1515","BCL007",12,24,24,0,1,142,2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1516","BCL013",3,23,23,0,1,140,4,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1517","BCL015",3,25,25,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1518","BCL020",5,26,26,0,1,142,2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1519","BCL027",6,31,31,0,1,149,-5,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1520","BCL031",7,25,25,0,1,145,-1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1521","BCL036",7,25,25,0,1,143,1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1522","BCL039",7,31,31,0,1,150,-6,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1523","BCL040",7,29,29,0,1,148,-4,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1524","BCL044",8,30,30,0,1,151,-7,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1525","BCL045",8,30,30,0,1,151,-7,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1526","BCL047",8,29,29,0,1,151,-7,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1527","BCL048",8,30,30,0,1,151,-7,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1528","BCL049",8,29,29,0,1,149,-5,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1529","BCL052",8,24,24,0,1,142,2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1530","BCL055",8,26,26,0,1,140,4,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1531","BCL056",9,26,26,0,1,143,1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1532","BCL060",10,27,27,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1533","BCL061",10,29,29,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1534","BCL063",12,25,25,0,1,144,0,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1535","BCL067",12,31,31,0,1,151,-7,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1536","BCL071",13,29,29,0,1,147,-3,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1537","BCL072",14,29,29,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1538","BCL076",15,34,34,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1539","BCL078",15,33,33,0,1,154,-10,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1540","BCL079",17,35,35,0,1,154,-10,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1541","BCL080",17,31,31,0,1,151,-7,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1542","BCL082",17,23,23,0,1,141,3,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1543","BCL083",19,31,31,0,1,151,-7,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1544","JBW020",2,27,27,0,1,143,1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1545","JBW022",2,22,22,0,1,140,4,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1546","JBW028",5,25,25,0,1,143,1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1547","JBW029",5,26,26,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1548","JBW037",6,25,25,0,1,147,-3,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1549","JBW039",6,29,29,0,1,147,-3,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1550","JBW044",7,29,29,0,1,148,-4,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1551","JBW046",7,29,29,0,1,148,-4,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1552","JBW048",7,30,30,0,1,148,-4,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1553","JBW049",7,29,29,0,1,148,-4,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1554","JBW050",7,27,27,0,1,148,-4,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1555","JBW051",7,27,27,0,1,145,-1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1556","JBW053",8,25,25,0,1,143,1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1557","JBW054",8,27,27,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1558","JBW055",8,24,24,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1559","JBW056",8,28,28,0,1,149,-5,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1560","JBW057",8,24,24,0,1,140,4,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1561","JBW058",8,24,24,0,1,140,4,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1562","JBW061",8,25,25,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1563","JBW064",11,33,33,0,1,152,-8,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1564","JBW065",11,31,31,0,1,152,-8,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1565","JBW067",12,28,28,0,1,144,0,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1566","JBW074",13,29,29,0,1,145,-1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1567","JBW075",14,32,32,0,1,151,-7,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1568","JBW077",14,29,29,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1569","JBW080",15,34,34,0,1,147,-3,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1570","JBW083",17,34,34,0,1,152,-8,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1571","JBW084",17,28,28,0,1,147,-3,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1572","JBW085",17,32,32,0,1,147,-3,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1573","JBW087",18,28,28,0,1,147,-3,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1574","JBW100",27,32,32,0,1,152,-8,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1575","JJW007",2,27,27,0,1,143,1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1576","JJW008",2,28,28,0,1,143,1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1577","JJW016",5,31,31,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1578","JJW021",6,28,28,0,1,144,0,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1579","JJW025",6,29,29,0,1,147,-3,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1580","JJW029",7,28,28,0,1,145,-1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1581","JJW030",7,28,28,0,1,145,-1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1582","JJW032",7,26,26,0,1,145,-1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1583","JJW037",8,29,29,0,1,149,-5,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1584","JJW041",8,30,30,0,1,149,-5,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1585","JJW045",8,32,32,0,1,149,-5,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1586","JJW046",11,29,29,0,1,151,-7,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1587","JJW048",13,30,30,0,1,143,1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1588","JJW050",13,27,27,0,1,144,0,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1589","JJW054",14,33,33,0,1,147,-3,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1590","JJW055",14,30,30,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1591","JJW057",15,34,34,0,1,150,-6,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1592","JJW058",17,32,32,0,1,152,-8,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1593","MLS018",3,27,27,0,1,144,0,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1594","MLS031",2,32,32,0,1,143,1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1595","MLS035",7,28,28,0,1,145,-1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1596","MLS040",8,31,31,0,1,149,-5,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1597","MLS041",8,30,30,0,1,149,-5,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1598","MLS045",8,25,25,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1599","MLS046",10,28,28,0,1,143,1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1600","MLS048",11,30,30,0,1,149,-5,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1601","MLS052",12,22,22,0,1,134,10,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1602","MLS057",13,30,30,0,1,145,-1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1603","MLS059",14,32,32,0,1,149,-5,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1604","MLS060",14,25,25,0,1,139,5,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1605","MLS062",14,31,31,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1606","MLS067",19,29,29,0,1,144,0,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1607","MLS069",19,35,35,0,1,151,-7,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1608","PLF046",18,31,31,0,1,153,-9,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1609","PLF075",23,27,27,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1610","TJH014",2,23,23,0,1,140,4,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1611","TJH015",2,27,27,0,1,143,1,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1612","TJH019",2,23,23,0,1,140,4,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1613","TJH025",3,25,25,0,1,141,3,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1614","TJH026",5,24,24,0,1,142,2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1615","TJH028",5,30,30,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1616","TJH030",5,27,27,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1617","TJH033",6,28,28,0,1,147,-3,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1618","TJH034",6,26,26,0,1,147,-3,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1619","TJH043",7,27,27,0,1,141,3,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1620","TJH044",7,24,24,0,1,139,5,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1621","TJH045",7,29,29,0,1,148,-4,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1622","TJH046",8,18,18,0,1,133,11,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1623","TJH052",8,29,29,0,1,146,-2,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1624","TJH056",8,29,29,0,1,149,-5,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1625","TJH059",10,29,29,0,1,148,-4,2007,"kig",53,54,10,0,14,0,6,1,0.33
"1626","TJH063",12,29,29,0,1,151,-7,2007,"kig",53,54,10,0,14,0,6,1,0.33
